mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
3	3	8	8	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	82									
4	4	9	9	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	83									
4	4	37/4	37/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	84									
4	4	19/2	19/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	85									
4	4	39/4	39/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	86									
4	4	10	10	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	87									
4	4	41/4	41/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	88									
4	4	21/2	21/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	89									
4	4	43/4	43/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	90									
4	4	11	11	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	91									
4	4	45/4	45/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	92									
4	4	23/2	23/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	93									
4	4	47/4	47/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	94									
4	4	9	9	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	95									
4	4	10	10	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	96									
4	4	21/2	21/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	97									
4	4	11	11	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	98									
4	4	9	9	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	99									
4	4	37/4	37/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	100									
4	4	19/2	19/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	101									
4	4	39/4	39/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	102									
4	4	10	10	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	103									
4	4	41/4	41/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	104									
4	4	21/2	21/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	105									
4	4	43/4	43/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	106									
4	4	11	11	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	107									
4	4	45/4	45/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	108									
4	4	23/2	23/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	109									
4	4	47/4	47/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	110									
4	4	9	9	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	111									
4	4	10	10	0.5	1/4	1/4	Chord	3/4	2	2	1/8	1/8	1	112									
4	4	21/2	21/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	113									
4	4	11	11	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	114									
5	5	12	12	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	115									
5	5	49/4	49/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	116									
5	5	25/2	25/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	117									
5	5	51/4	51/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	118									
5	5	13	13	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	119									
5	5	53/4	53/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	120									
5	5	27/2	27/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	121									
5	5	55/4	55/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	122									
5	5	14	14	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	123									
5	5	57/4	57/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	124									
5	5	29/2	29/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	125									
5	5	59/4	59/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	126									
5	5	12	12	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	127									
5	5	13	13	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	128									
5	5	14	14	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	129									
5	5	12	12	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	130									
5	5	49/4	49/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	131									
5	5	25/2	25/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	132									
5	5	51/4	51/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	133									
5	5	13	13	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	134									
5	5	53/4	53/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	135									
5	5	27/2	27/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	136									
5	5	55/4	55/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	137									
5	5	14	14	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	138									
5	5	57/4	57/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	139									
5	5	29/2	29/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	140									
5	5	59/4	59/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	141									
5	5	12	12	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	142									
5	5	13	13	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	143									
5	5	14	14	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	144									
6	6	15	15	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	145									
6	6	61/4	61/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	146									
6	6	31/2	31/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	147									
6	6	63/4	63/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	148									
6	6	16	16	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	149									
6	6	65/4	65/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	150									
6	6	33/2	33/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	151									
6	6	67/4	67/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	152									
6	6	17	17	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	153									
6	6	69/4	69/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	154									
6	6	35/2	35/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	155									
6	6	71/4	71/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	156									
6	6	15	15	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	157									
6	6	16	16	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	158									
6	6	33/2	33/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	159									
6	6	17	17	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	160									
6	6	15	15	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	161									
6	6	61/4	61/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	162									
6	6	31/2	31/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	163									
6	6	63/4	63/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	164									
6	6	16	16	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	165									
6	6	65/4	65/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	166									
6	6	33/2	33/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	167									
6	6	67/4	67/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	168									
6	6	17	17	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	169									
6	6	69/4	69/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	170									
6	6	35/2	35/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	171									
6	6	71/4	71/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	172									
6	6	15	15	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	173									
6	6	16	16	0.5	1/4	1/4	Chord	3/4	2	2	1/8	1/8	1	174									
6	6	33/2	33/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	175									
6	6	17	17	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	176									
7	7	18	18	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	177									
7	7	73/4	73/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	178									
7	7	37/2	37/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	179									
7	7	75/4	75/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	180									
7	7	19	19	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	181									
7	7	77/4	77/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	182									
7	7	39/2	39/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	183									
7	7	79/4	79/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	184									
7	7	20	20	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	185									
7	7	81/4	81/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	186									
7	7	41/2	41/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	187									
7	7	83/4	83/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	188									
7	7	18	18	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	189									
7	7	19	19	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	190									
7	7	20	20	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	191									
7	7	18	18	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	192									
7	7	73/4	73/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	193									
7	7	37/2	37/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	194									
7	7	75/4	75/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	195									
7	7	19	19	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	196									
7	7	77/4	77/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	197									
7	7	39/2	39/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	198									
7	7	79/4	79/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	199									
7	7	20	20	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	200									
7	7	81/4	81/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	201									
7	7	41/2	41/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	202									
7	7	83/4	83/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	203									
7	7	18	18	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	204									
7	7	19	19	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	205									
7	7	20	20	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	206									
8	8	21	21	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	207									
8	8	85/4	85/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	208									
8	8	43/2	43/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	209									
8	8	87/4	87/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	210									
8	8	22	22	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	211									
8	8	89/4	89/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	212									
8	8	45/2	45/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	213									
8	8	91/4	91/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	214									
8	8	23	23	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	215									
8	8	93/4	93/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	216									
8	8	47/2	47/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	217									
8	8	21	21	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	218									
8	8	22	22	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	219									
8	8	45/2	45/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	220									
8	8	23	23	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	221									
8	8	21	21	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	222									
8	8	85/4	85/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	223									
8	8	43/2	43/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	224									
8	8	87/4	87/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	225									
8	8	22	22	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	226									
8	8	89/4	89/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	227									
8	8	45/2	45/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	228									
8	8	91/4	91/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	229									
8	8	23	23	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	230									
8	8	93/4	93/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	231									
8	8	47/2	47/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	232									
8	8	21	21	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	233									
8	8	22	22	0.5	1/4	1/4	Chord	3/4	2	2	1/8	1/8	1	234									
8	8	45/2	45/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	235									
8	8	23	23	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	236									
9	9	24	24	0.0	0	0	Dynamic	3/4	1	1	0				sf								
9	9	25	25	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	237		articAccentAbove							
9	9	101/4	101/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	238									
9	9	51/2	51/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	239									
9	9	103/4	103/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	240									
9	9	26	26	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	241		articAccentAbove							
9	9	105/4	105/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	242									
9	9	53/2	53/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	243									
9	9	107/4	107/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	244									
9	9	25	25	0.0	1/4	1/4	StaffText	3/4	2	1	0						m.d.						
9	9	25	25	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	245		articAccentAbove							
9	9	101/4	101/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	246									
9	9	51/2	51/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	247									
9	9	103/4	103/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	248									
9	9	26	26	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	249		articAccentAbove							
9	9	105/4	105/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	250									
9	9	53/2	53/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	251									
9	9	107/4	107/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	252									
9	9	24	24	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	253									
9	9	24	24	3.0	0	0	Chord	3/4	2	3	3/4	1/2	3/2	254									
10	10	27	27	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	255		articAccentAbove							
10	10	109/4	109/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	256									
10	10	55/2	55/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	257									
10	10	111/4	111/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	258									
10	10	28	28	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	259		articAccentAbove							
10	10	113/4	113/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	260									
10	10	57/2	57/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	261		articAccentAbove							
10	10	115/4	115/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	262									
10	10	29	29	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	263		articAccentAbove							
10	10	117/4	117/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	264									
10	10	59/2	59/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	265									
10	10	119/4	119/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	266									
10	10	27	27	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	267		articAccentAbove							
10	10	109/4	109/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	268									
10	10	55/2	55/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	269									
10	10	111/4	111/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	270									
10	10	28	28	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	271		articAccentAbove							
10	10	113/4	113/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	272									
10	10	57/2	57/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	273		articAccentAbove							
10	10	115/4	115/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	274									
10	10	29	29	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	275		articAccentAbove							
10	10	117/4	117/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	276									
10	10	59/2	59/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	277									
10	10	119/4	119/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	278									
11	11	30	30	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	279		articAccentAbove							
11	11	121/4	121/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	280									
11	11	61/2	61/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	281									
11	11	123/4	123/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	282									
