mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin
16	16	47	47	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	227				32		
16	16	189/4	189/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	228				32		
16	16	95/2	95/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	229				32		
16	16	191/4	191/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	230						
16	16	93/2	93/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	231						
16	16	47	47	0.5	1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	232						
16	16	45	45	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	233		articStaccatoAbove				
16	16	46	46	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	234		articTenutoAbove		33		
16	16	47	47	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	235						
17	17	193/4	193/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	236				34		
17	17	97/2	97/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	237				34		
17	17	195/4	195/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	238				34		
17	17	49	49	0.0	1/4	1/4	Spanner	3/4	1	1	0							34	12	
17	17	49	49	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	239				34	12	
17	17	197/4	197/4	0.0	5/16	5/16	Spanner	3/4	1	1	0							34		
17	17	197/4	197/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	240				34		
17	17	99/2	99/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	241				34		
17	17	199/4	199/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	242				34		
17	17	50	50	0.0	1/2	1/2	Spanner	3/4	1	1	0							34		12
17	17	50	50	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	243				34		12
17	17	201/4	201/4	0.0	9/16	9/16	Spanner	3/4	1	1	0							34		
17	17	201/4	201/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	244				34		
17	17	101/2	101/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	245				34		
17	17	203/4	203/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	246						
17	17	48	48	0.0	0	0	StaffText	3/4	2	1	0						dim.			
17	17	48	48	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	247		articStaccatoAbove				
17	17	49	49	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	248		articTenutoAbove		35		
17	17	50	50	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	249						
18	18	52	52	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	250				36		
18	18	53	53	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	251				36		
18	18	52	52	0.0	1/4	1/4	Spanner	3/4	1	2	0								13	
18	18	209/4	209/4	0.0	5/16	5/16	Spanner	3/4	1	2	0									
18	18	209/4	209/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	252						
18	18	105/2	105/2	0.25	3/8	3/8	Chord	3/4	1	2	1/16	1/16	1	253						
18	18	211/4	211/4	0.25	7/16	7/16	Chord	3/4	1	2	1/16	1/16	1	254						
18	18	213/4	213/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	255						
18	18	107/2	107/2	0.25	5/8	5/8	Chord	3/4	1	2	1/16	1/16	1	256						
18	18	215/4	215/4	0.25	11/16	11/16	Chord	3/4	1	2	1/16	1/16	1	257						
18	18	51	51	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	258				37		
18	18	205/4	205/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	259				37		
18	18	103/2	103/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	260				37		
18	18	207/4	207/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	261						
18	18	52	52	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	262				38		
18	18	209/4	209/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	263				38		
18	18	105/2	105/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	264				38		
18	18	211/4	211/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	265						
18	18	53	53	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	266				39		
18	18	213/4	213/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	267				39		
18	18	107/2	107/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	268				39		
18	18	215/4	215/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	269						
18	18	103/2	103/2	1.0	1/8	1/8	Chord	3/4	2	2	1/4	1/4	1	270						
18	18	105/2	105/2	1.0	3/8	3/8	Chord	3/4	2	2	1/4	1/4	1	271						
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	272						
19	19	54	54	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	273				36		
19	19	55	55	0.0	1/4	1/4	Spanner	3/4	1	1	0							36		13
19	19	55	55	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	274				36		13
19	19	56	56	0.0	1/2	1/2	Spanner	3/4	1	1	0									
19	19	56	56	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	275						
19	19	217/4	217/4	0.25	1/16	1/16	Chord	3/4	1	2	1/16	1/16	1	276						
19	19	109/2	109/2	0.25	1/8	1/8	Chord	3/4	1	2	1/16	1/16	1	277						
19	19	219/4	219/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16	1/16	1	278						
19	19	221/4	221/4	0.0	5/16	5/16	StaffText	3/4	1	2	0						rit.			
19	19	221/4	221/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	279						
19	19	111/2	111/2	0.25	3/8	3/8	Chord	3/4	1	2	1/16	1/16	1	280						
19	19	223/4	223/4	0.25	7/16	7/16	Chord	3/4	1	2	1/16	1/16	1	281						
19	19	225/4	225/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	282						
19	19	113/2	113/2	0.25	5/8	5/8	Chord	3/4	1	2	1/16	1/16	1	283						
19	19	227/4	227/4	0.0	11/16	11/16	StaffText	3/4	1	2	0						[attacca]			
19	19	227/4	227/4	0.25	11/16	11/16	Chord	3/4	1	2	1/16	1/16	1	284						
19	19	54	54	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	285				40		
19	19	217/4	217/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	286				40		
19	19	109/2	109/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	287				40		
19	19	219/4	219/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	288						
19	19	55	55	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	289				41		
19	19	221/4	221/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	290				41		
19	19	111/2	111/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	291				41		
19	19	223/4	223/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	292						
19	19	56	56	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	293				42		
19	19	225/4	225/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	294				42		
19	19	113/2	113/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	295				42		
19	19	227/4	227/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	296						
19	19	109/2	109/2	1.0	1/8	1/8	Chord	3/4	2	2	1/4	1/4	1	297						
19	19	111/2	111/2	1.0	3/8	3/8	Chord	3/4	2	2	1/4	1/4	1	298						
