mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin
3	3	29/4	29/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	29				4		
3	3	15/2	15/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	30				4		
3	3	31/4	31/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	31				4		
3	3	8	8	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	32						
3	3	6	6	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	33		articStaccatoAbove				
3	3	7	7	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	34		articTenutoAbove		5		
3	3	8	8	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	35						
4	4	37/4	37/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	36				6		
4	4	19/2	19/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	37				6		
4	4	39/4	39/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	38				6		
4	4	10	10	0.0	1/4	1/4	Spanner	3/4	1	1	0							6	3	
4	4	10	10	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	39				6	3	
4	4	41/4	41/4	0.0	5/16	5/16	Spanner	3/4	1	1	0							6		
4	4	41/4	41/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	40				6		
4	4	21/2	21/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	41				6		
4	4	43/4	43/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	42				6		
4	4	11	11	0.0	1/2	1/2	Spanner	3/4	1	1	0							6		3
4	4	11	11	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	43				6		3
4	4	45/4	45/4	0.0	9/16	9/16	Spanner	3/4	1	1	0							6		
4	4	45/4	45/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	44				6		
4	4	23/2	23/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	45				6		
4	4	47/4	47/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	46						
4	4	9	9	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	47		articStaccatoAbove				
4	4	10	10	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	48		articTenutoAbove		7		
4	4	11	11	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	49						
5	5	12	12	0.0	0	0	Dynamic	3/4	1	1	0				mf					
5	5	49/4	49/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	50				8		
5	5	25/2	25/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	51				8		
5	5	51/4	51/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	52				8		
5	5	13	13	0.0	1/4	1/4	Spanner	3/4	1	1	0							8	4	
5	5	13	13	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	53				8	4	
5	5	53/4	53/4	0.0	5/16	5/16	Spanner	3/4	1	1	0							8		
5	5	53/4	53/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	54				8		
5	5	27/2	27/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	55				8		
5	5	55/4	55/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	56				8		
5	5	14	14	0.0	1/2	1/2	Spanner	3/4	1	1	0							8		4
5	5	14	14	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	57				8		4
5	5	57/4	57/4	0.0	9/16	9/16	Spanner	3/4	1	1	0							8		
5	5	57/4	57/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	58				8		
5	5	29/2	29/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	59				8		
5	5	59/4	59/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	60						
5	5	12	12	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	61		articStaccatoAbove				
5	5	13	13	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	62		articTenutoAbove		9		
5	5	14	14	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	63						
6	6	15	15	0.0	0	0	StaffText	3/4	1	1	0						dim.			
6	6	61/4	61/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	64				10		
6	6	31/2	31/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	65				10		
6	6	63/4	63/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	66				10		
6	6	16	16	0.0	1/4	1/4	Spanner	3/4	1	1	0							10	5	
6	6	16	16	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	67				10	5	
6	6	65/4	65/4	0.0	5/16	5/16	Spanner	3/4	1	1	0							10		
6	6	65/4	65/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	68				10		
6	6	33/2	33/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	69				10		
6	6	67/4	67/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	70				10		
6	6	17	17	0.0	1/2	1/2	Spanner	3/4	1	1	0							10		5
6	6	17	17	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	71				10		5
6	6	69/4	69/4	0.0	9/16	9/16	Spanner	3/4	1	1	0							10		
6	6	69/4	69/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	72				10		
6	6	35/2	35/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	73				10		
6	6	71/4	71/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	74						
6	6	15	15	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	75		articStaccatoAbove				
6	6	16	16	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	76		articTenutoAbove		11		
6	6	17	17	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	77						
7	7	18	18	0.0	0	0	Dynamic	3/4	1	1	0				p					
7	7	73/4	73/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	78				12		
7	7	37/2	37/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	79				12		
7	7	75/4	75/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	80				12		
7	7	19	19	0.0	1/4	1/4	Spanner	3/4	1	1	0							12	6	
7	7	19	19	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	81				12	6	
7	7	77/4	77/4	0.0	5/16	5/16	Spanner	3/4	1	1	0							12		
7	7	77/4	77/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	82				12		
7	7	39/2	39/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	83				12		
7	7	79/4	79/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	84				12		
7	7	20	20	0.0	1/2	1/2	Spanner	3/4	1	1	0							12		6
7	7	20	20	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	85				12		6
7	7	81/4	81/4	0.0	9/16	9/16	Spanner	3/4	1	1	0							12		
7	7	81/4	81/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	86				12		
7	7	41/2	41/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	87				12		
7	7	83/4	83/4	0.0	11/16	11/16	StaffText	3/4	1	1	0						m.g.			
7	7	83/4	83/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	88						
7	7	18	18	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	89		articStaccatoAbove				
7	7	19	19	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	90				13		
7	7	20	20	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	91						
8	8	21	21	0.0	0	0	StaffText	3/4	1	1	0						dim.			
8	8	21	21	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	92				14		
8	8	85/4	85/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	93				14		
8	8	43/2	43/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	94				14		
8	8	87/4	87/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	95				14		
8	8	23	23	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	96				14		
8	8	93/4	93/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	97				14		
8	8	47/2	47/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	98				14		
8	8	95/4	95/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	99						
8	8	22	22	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	100						
8	8	89/4	89/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	101						
8	8	45/2	45/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	102						
8	8	91/4	91/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	103						
9	9	24	24	0.0	0	0	Dynamic	3/4	1	1	0				p					
9	9	25	25	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	104				15		
9	9	26	26	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	105				15		
9	9	25	25	0.0	1/4	1/4	Spanner	3/4	1	2	0								7	
9	9	101/4	101/4	0.0	5/16	5/16	Spanner	3/4	1	2	0									
9	9	101/4	101/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	106						
9	9	51/2	51/2	0.25	3/8	3/8	Chord	3/4	1	2	1/16	1/16	1	107						
9	9	103/4	103/4	0.25	7/16	7/16	Chord	3/4	1	2	1/16	1/16	1	108						
9	9	105/4	105/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	109						
9	9	53/2	53/2	0.25	5/8	5/8	Chord	3/4	1	2	1/16	1/16	1	110						
9	9	107/4	107/4	0.25	11/16	11/16	Chord	3/4	1	2	1/16	1/16	1	111						
9	9	24	24	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	112				16		
9	9	97/4	97/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	113				16		
9	9	49/2	49/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	114				16		
9	9	99/4	99/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	115						
9	9	25	25	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	116				17		
9	9	101/4	101/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	117				17		
9	9	51/2	51/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	118				17		
9	9	103/4	103/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	119						
9	9	26	26	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	120				18		
9	9	105/4	105/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	121				18		
9	9	53/2	53/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	122				18		
9	9	107/4	107/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	123						
9	9	49/2	49/2	1.0	1/8	1/8	Chord	3/4	2	2	1/4	1/4	1	124						
9	9	51/2	51/2	1.0	3/8	3/8	Chord	3/4	2	2	1/4	1/4	1	125						
9	9	53/2	53/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	126						
10	10	27	27	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	127				15		
10	10	28	28	0.0	1/4	1/4	Spanner	3/4	1	1	0							15		7
10	10	28	28	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	128				15		7
10	10	29	29	0.0	1/2	1/2	Spanner	3/4	1	1	0									
10	10	29	29	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	129						
10	10	109/4	109/4	0.25	1/16	1/16	Chord	3/4	1	2	1/16	1/16	1	130						
10	10	55/2	55/2	0.25	1/8	1/8	Chord	3/4	1	2	1/16	1/16	1	131						
10	10	111/4	111/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16	1/16	1	132						
10	10	113/4	113/4	0.0	5/16	5/16	StaffText	3/4	1	2	0						rit.			
10	10	113/4	113/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	133						
10	10	57/2	57/2	0.25	3/8	3/8	Chord	3/4	1	2	1/16	1/16	1	134						
10	10	115/4	115/4	0.25	7/16	7/16	Chord	3/4	1	2	1/16	1/16	1	135						
10	10	117/4	117/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	136						
10	10	59/2	59/2	0.25	5/8	5/8	Chord	3/4	1	2	1/16	1/16	1	137						
10	10	119/4	119/4	0.25	11/16	11/16	Chord	3/4	1	2	1/16	1/16	1	138						
10	10	27	27	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	139				19		
10	10	109/4	109/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	140				19		
10	10	55/2	55/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	141				19		
10	10	111/4	111/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	142						
10	10	28	28	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	143				20		
10	10	113/4	113/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	144				20		
10	10	57/2	57/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	145				20		
10	10	115/4	115/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	146						
10	10	29	29	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	147				21		
10	10	117/4	117/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	148				21		
10	10	59/2	59/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	149				21		
10	10	119/4	119/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	150						
10	10	55/2	55/2	1.0	1/8	1/8	Chord	3/4	2	2	1/4	1/4	1	151						
10	10	57/2	57/2	1.0	3/8	3/8	Chord	3/4	2	2	1/4	1/4	1	152						
10	10	59/2	59/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	153						
11	11	30	30	0.0	0	0	Dynamic	3/4	1	1	0				p					
11	11	30	30	0.0	0	0	StaffText	3/4	1	1	0						a tempo			
11	11	121/4	121/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	154				22		
11	11	61/2	61/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	155				22		
11	11	123/4	123/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	156				22		
11	11	31	31	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	157				22		
11	11	125/4	125/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	158				22		
11	11	63/2	63/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	159				22		
11	11	127/4	127/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	160				22		
11	11	32	32	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	161						
11	11	30	30	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	162		articStaccatoAbove				
11	11	31	31	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	163		articTenutoAbove		23		
11	11	32	32	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	164						
12	12	133/4	133/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	165				24		
12	12	67/2	67/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	166				24		
12	12	135/4	135/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	167				24		
12	12	34	34	0.0	1/4	1/4	Spanner	3/4	1	1	0							24	8	
12	12	34	34	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	168				24	8	
12	12	137/4	137/4	0.0	5/16	5/16	Spanner	3/4	1	1	0							24		
12	12	137/4	137/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	169				24		
12	12	69/2	69/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	170				24		
12	12	139/4	139/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	171				24		
12	12	35	35	0.0	1/2	1/2	Spanner	3/4	1	1	0							24		8
12	12	35	35	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	172				24		8
12	12	141/4	141/4	0.0	9/16	9/16	Spanner	3/4	1	1	0							24		
12	12	141/4	141/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	173				24		
12	12	71/2	71/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	174				24		
12	12	143/4	143/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	175						
12	12	33	33	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	176		articStaccatoAbove				
12	12	34	34	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	177		articTenutoAbove		25		
12	12	35	35	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	178						
13	13	145/4	145/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	179				26		
13	13	73/2	73/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	180				26		
13	13	147/4	147/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	181				26		
13	13	37	37	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	182				26		
13	13	149/4	149/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	183				26		
13	13	75/2	75/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	184				26		
13	13	151/4	151/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	185				26		
13	13	38	38	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	186						
13	13	36	36	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	187		articStaccatoAbove				
13	13	37	37	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	188		articTenutoAbove		27		
13	13	38	38	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	189						
14	14	157/4	157/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	190				28		
14	14	79/2	79/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	191				28		
14	14	159/4	159/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	192				28		
14	14	40	40	0.0	1/4	1/4	Spanner	3/4	1	1	0							28	9	
14	14	40	40	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	193				28	9	
14	14	161/4	161/4	0.0	5/16	5/16	Spanner	3/4	1	1	0							28		
14	14	161/4	161/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	194				28		
14	14	81/2	81/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	195				28		
14	14	163/4	163/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	196				28		
14	14	41	41	0.0	1/2	1/2	Spanner	3/4	1	1	0							28		9
14	14	41	41	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	197				28		9
14	14	165/4	165/4	0.0	9/16	9/16	Spanner	3/4	1	1	0							28		
14	14	165/4	165/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	198				28		
14	14	83/2	83/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	199				28		
14	14	167/4	167/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	200						
14	14	39	39	0.0	0	0	StaffText	3/4	2	1	0						cresc.			
14	14	39	39	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	201		articStaccatoAbove				
14	14	40	40	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	202		articTenutoAbove		29		
14	14	41	41	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	203						
15	15	42	42	0.0	0	0	Dynamic	3/4	1	1	0				mf					
15	15	169/4	169/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	204				30		
15	15	85/2	85/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	205				30		
15	15	171/4	171/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	206				30		
15	15	43	43	0.0	1/4	1/4	Spanner	3/4	1	1	0							30		10
15	15	43	43	0.0	1/4	1/4	Spanner	3/4	1	1	0							30	10	10
15	15	43	43	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	207				30	10	10
15	15	173/4	173/4	0.0	5/16	5/16	Spanner	3/4	1	1	0							30		
15	15	173/4	173/4	0.0	5/16	5/16	Spanner	3/4	1	1	0							30		
15	15	173/4	173/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	208				30		
15	15	87/2	87/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	209				30		
15	15	175/4	175/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	210				30		
15	15	44	44	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	211				30		
15	15	177/4	177/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	212				30		
15	15	89/2	89/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	213				30		
15	15	179/4	179/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	214						
15	15	87/2	87/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	215						
15	15	44	44	0.5	1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	216						
15	15	42	42	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	217		articStaccatoAbove				
15	15	43	43	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	218		articTenutoAbove		31		
15	15	44	44	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	219						
16	16	181/4	181/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	220				32		
16	16	91/2	91/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	221				32		
16	16	183/4	183/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	222				32		
16	16	46	46	0.0	1/4	1/4	Spanner	3/4	1	1	0							32		11
16	16	46	46	0.0	1/4	1/4	Spanner	3/4	1	1	0							32	11	11
16	16	46	46	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	223				32	11	11
16	16	185/4	185/4	0.0	5/16	5/16	Spanner	3/4	1	1	0							32		
16	16	185/4	185/4	0.0	5/16	5/16	Spanner	3/4	1	1	0							32		
16	16	185/4	185/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	224				32		
16	16	93/2	93/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	225				32		
16	16	187/4	187/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	226				32		
