mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
22	22	76	76	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	369		articStaccatoBelow									
22	22	153/2	153/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	370											
23	23	77	77	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	371											
23	23	155/2	155/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	372									62		
23	23	311/4	311/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	373									62		
23	23	78	78	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	374									62		
23	23	313/4	313/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	375									62		
23	23	157/2	157/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	376									62		
23	23	315/4	315/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	377									62		
23	23	77	77	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	378		articStaccatoBelow									
23	23	155/2	155/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	379											
23	23	78	78	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	380		articStaccatoBelow									
24	24	79	79	0.0	0	0	Dynamic	3/4	1	1	0				p										
24	24	79	79	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	381											
24	24	159/2	159/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	382											
24	24	319/4	319/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	383											
24	24	321/4	321/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	384											
24	24	323/4	323/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	385											
24	24	325/4	325/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	386											
24	24	327/4	327/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	387											
24	24	79	79	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	388											
24	24	80	80	0.0	1/4	1/4	StaffText	3/4	2	1	0						m.g.								
24	24	80	80	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	389											
24	24	161/2	161/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	390											
24	24	81	81	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	391											
24	24	163/2	163/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	392											
25	25	329/4	329/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	393											
25	25	331/4	331/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	394											
25	25	333/4	333/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	395											
25	25	335/4	335/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	396									63		
25	25	84	84	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	397											
25	25	82	82	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	398											
25	25	165/2	165/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	399											
25	25	83	83	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	400											
25	25	167/2	167/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	401											
25	25	84	84	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	402											
