mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
3	3	13/2	13/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	17		articStaccatoBelow							
3	3	7	7	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	18		articStaccatoBelow							
3	3	8	8	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	19		articStaccatoBelow							
4	4	19/2	19/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	20									
4	4	21/2	21/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	21									
4	4	9	9	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	22		articAccentAbove							
4	4	11	11	0.0	1/2	1/2	Dynamic	3/4	2	1	0				p								
4	4	11	11	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	23									0
5	5	25/2	25/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	24									
5	5	27/2	27/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	25									
5	5	12	12	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	26									
5	5	12	12	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	27									
5	5	14	14	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	28									
6	6	15	15	0.0	0	0	Dynamic	3/4	1	1	0				f								
6	6	31/2	31/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	29									
6	6	33/2	33/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	30									
6	6	35/2	35/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	31									
6	6	15	15	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	32		articStaccatoBelow							
6	6	16	16	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	33		articStaccatoBelow							
6	6	17	17	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	34		articStaccatoBelow							
7	7	37/2	37/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	35									
7	7	39/2	39/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	36									
7	7	41/2	41/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	37									
7	7	18	18	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	38		articStaccatoBelow							
7	7	19	19	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	39		articStaccatoBelow							
7	7	39/2	39/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	40		articStaccatoBelow							
7	7	20	20	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	41		articStaccatoBelow							
8	8	43/2	43/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	42									
8	8	45/2	45/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	43									
8	8	47/2	47/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	44									
8	8	21	21	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	45		articStaccatoBelow							
8	8	43/2	43/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	46		articStaccatoBelow							
8	8	22	22	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	47		articStaccatoBelow							
8	8	23	23	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	48		articStaccatoBelow							
9	9	49/2	49/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	49									
9	9	51/2	51/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	50									
9	9	24	24	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	51		articAccentAbove							
9	9	26	26	0.0	1/2	1/2	Dynamic	3/4	2	1	0				p								
9	9	26	26	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	52									1
10	10	55/2	55/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	53									
10	10	57/2	57/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	54									
10	10	59/2	59/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	55									
10	10	27	27	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	56									
10	10	27	27	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	57									2
10	10	29	29	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	58									
11	11	30	30	0.0	0	0	Dynamic	3/4	1	1	0				f								
11	11	61/2	61/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	59									
11	11	63/2	63/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	60									
11	11	65/2	65/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	61									
11	11	30	30	0.0	0	0	StaffText	3/4	2	1	0						sempre marcato						
11	11	30	30	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	62		articStaccatoBelow							
11	11	31	31	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	63		articStaccatoBelow							
11	11	32	32	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	64		articStaccatoBelow							
12	12	67/2	67/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	65									
12	12	69/2	69/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	66									
12	12	71/2	71/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	67									
12	12	33	33	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	68		articStaccatoBelow							
12	12	34	34	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	69		articStaccatoBelow							
12	12	69/2	69/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	70		articStaccatoBelow							
12	12	35	35	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	71		articStaccatoBelow							
13	13	36	36	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	72		articAccentAbove							
13	13	37	37	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	73		articAccentAbove							
13	13	38	38	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	74		articAccentAbove							
13	13	73/2	73/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	75									
13	13	75/2	75/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	76									
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	77									
13	13	73/2	73/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	78									
13	13	75/2	75/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	79									
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	80									
14	14	39	39	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	81		articAccentAbove							
14	14	40	40	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	82		articAccentAbove							
14	14	81/2	81/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	83		articAccentAbove							
14	14	41	41	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	84		articAccentAbove							
14	14	79/2	79/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	85									
14	14	83/2	83/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	86									
14	14	79/2	79/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	87									
14	14	81/2	81/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	88									
14	14	83/2	83/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	89									
15	15	85/2	85/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	90									
15	15	87/2	87/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	91									
15	15	44	44	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	92		articTenutoAbove							3
15	15	89/2	89/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	93									
15	15	42	42	0.0	0	0	Dynamic	3/4	1	2	0				f								
15	15	42	42	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	94		articAccentBelow							
15	15	43	43	2.0	1/4	1/4	Chord	3/4	1	2	1/2	1/2	1	95		articAccentBelow							
15	15	85/2	85/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	96									
15	15	87/2	87/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	97									
15	15	44	44	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	98									4
15	15	89/2	89/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	99									
16	16	91/2	91/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	100									
16	16	93/2	93/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	101									
16	16	47	47	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	102		articTenutoAbove							5
16	16	95/2	95/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	103									
16	16	45	45	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	104		articAccentBelow							
16	16	46	46	2.0	1/4	1/4	Chord	3/4	1	2	1/2	1/2	1	105		articAccentBelow							
16	16	91/2	91/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	106									
16	16	93/2	93/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	107									
16	16	47	47	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	108		articTenutoAbove							6
16	16	95/2	95/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	109									
17	17	97/2	97/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	110									
17	17	49	49	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	111		articAccentAbove							7
17	17	48	48	0.5	0	0	Chord	3/4	1	2	1/8	1/8	1	112		articAccentBelow							
17	17	97/2	97/2	0.25	1/8	1/8	Chord	3/4	1	2	1/16	1/16	1	113									
17	17	195/4	195/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16	1/16	1	114									
17	17	97/2	97/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	115									
17	17	99/2	99/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	116									
17	17	101/2	101/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	117									
17	17	99/2	99/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	118		articAccentBelow							
17	17	50	50	0.0	1/2	1/2	StaffText	3/4	2	2	0						m.d.						
17	17	50	50	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	119		articAccentBelow							
18	18	51	51	2.0	0	0	Chord	2/4	1	1	1/2	1/2	1	120									
18	18	103/2	103/2	0.0	1/8	1/8	StaffText	2/4	2	1	0						marcato						
18	18	103/2	103/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	121									
18	18	105/2	105/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	122									
18	18	103/2	103/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	123		articAccentBelow							
18	18	52	52	1.0	1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	124		articAccentBelow							
19	19	53	53	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	125									
19	19	107/2	107/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	126		articTenutoAbove							8
19	19	54	54	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	127									
19	19	107/2	107/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	128									
19	19	109/2	109/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	129									
19	19	111/2	111/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	130									
19	19	107/2	107/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8	1/8	1	131									
19	19	54	54	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	132		articAccentBelow							
19	19	55	55	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	133		articAccentBelow							
20	20	56	56	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	134									
20	20	113/2	113/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	135									
20	20	57	57	0.0	1/4	1/4	StaffText	3/4	2	1	0						dim.						
20	20	115/2	115/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	136									
20	20	117/2	117/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	137									
20	20	56	56	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	138		articStaccatoBelow							
20	20	57	57	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	139		articStaccatoBelow							
20	20	58	58	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	140		articStaccatoBelow							
21	21	59	59	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	141									9
21	21	121/2	121/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	142									
21	21	123/2	123/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	143									
21	21	60	60	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	144		articStaccatoBelow							
21	21	61	61	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	145		articStaccatoBelow							
22	22	62	62	0.0	0	0	Dynamic	3/4	1	1	0				p								9
22	22	62	62	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	146									9
22	22	63	63	0.0	1/4	1/4	StaffText	3/4	1	1	0						rit. - - -						9
22	22	63	63	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	147									9
22	22	64	64	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	148									
22	22	127/2	127/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	149									
22	22	129/2	129/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	150									10
22	22	125/2	125/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8	1/8	1	151		articStaccatoBelow							
22	22	63	63	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	152		articStaccatoBelow							
22	22	64	64	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	153		articStaccatoBelow							
23	23	65	65	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	154									
23	23	65	65	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	155									
