mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8va
2	2	11/2	11/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8	1/8	1	29										
2	2	6	6	0.5	3/8	3/8	Chord	9/8	2	1	1/8	1/8	1	30		articStaccatoBelow								
2	2	27/4	27/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16	1/16	1	31										
2	2	7	7	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	32										
2	2	15/2	15/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8	1/8	1	33		articStaccatoBelow								
2	2	33/4	33/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16	1/16	1	34										
2	2	17/2	17/2	0.5	1	1	Chord	9/8	2	1	1/8	1/8	1	35										
3	3	9	9	0.5	0	0	Chord	9/8	1	1	1/8	1/8	1	36		articStaccatoBelow								
3	3	39/4	39/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16	1/16	1	37									4	
3	3	10	10	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	38										
3	3	21/2	21/2	0.5	3/8	3/8	Chord	9/8	1	1	1/8	1/8	1	39		articStaccatoBelow								
3	3	45/4	45/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16	1/16	1	40									5	
3	3	23/2	23/2	0.5	5/8	5/8	Chord	9/8	1	1	1/8	1/8	1	41										
3	3	12	12	0.5	3/4	3/4	Chord	9/8	1	1	1/8	1/8	1	42		articStaccatoAbove								
3	3	25/2	25/2	0.5	7/8	7/8	Chord	9/8	1	1	1/8	1/8	1	43		articStaccatoAbove								
3	3	13	13	0.5	1	1	Chord	9/8	1	1	1/8	1/8	1	44		articStaccatoAbove								
3	3	9	9	0.5	0	0	Chord	9/8	2	1	1/8	1/8	1	45		articStaccatoBelow								
3	3	39/4	39/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16	1/16	1	46									6	
3	3	10	10	0.5	1/4	1/4	Chord	9/8	2	1	1/8	1/8	1	47										
3	3	21/2	21/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8	1/8	1	48		articStaccatoAbove								
3	3	45/4	45/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16	1/16	1	49									7	
3	3	23/2	23/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	50										
3	3	12	12	0.5	3/4	3/4	Chord	9/8	2	1	1/8	1/8	1	51		articStaccatoAbove								
3	3	25/2	25/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8	1/8	1	52		articStaccatoAbove								
3	3	13	13	0.5	1	1	Chord	9/8	2	1	1/8	1/8	1	53		articStaccatoAbove								
4	4	27/2	27/2	0.5	0	0	Chord	9/8	1	1	1/8	1/8	1	54		articStaccatoBelow								
4	4	57/4	57/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16	1/16	1	55										
4	4	29/2	29/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	56										
4	4	15	15	0.5	3/8	3/8	Chord	9/8	1	1	1/8	1/8	1	57		articStaccatoBelow								
4	4	63/4	63/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16	1/16	1	58										
4	4	16	16	0.5	5/8	5/8	Chord	9/8	1	1	1/8	1/8	1	59										
4	4	33/2	33/2	0.5	3/4	3/4	Chord	9/8	1	1	1/8	1/8	1	60		articStaccatoBelow								
4	4	69/4	69/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16	1/16	1	61										
4	4	35/2	35/2	0.5	1	1	Chord	9/8	1	1	1/8	1/8	1	62										
4	4	27/2	27/2	0.5	0	0	Chord	9/8	2	1	1/8	1/8	1	63		articStaccatoAbove								
4	4	57/4	57/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16	1/16	1	64										
4	4	29/2	29/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8	1/8	1	65										
4	4	15	15	0.5	3/8	3/8	Chord	9/8	2	1	1/8	1/8	1	66		articStaccatoAbove								
4	4	63/4	63/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16	1/16	1	67										
4	4	16	16	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	68										
4	4	33/2	33/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8	1/8	1	69		articStaccatoBelow								
4	4	69/4	69/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16	1/16	1	70										
4	4	35/2	35/2	0.5	1	1	Chord	9/8	2	1	1/8	1/8	1	71										
5	5	18	18	0.5	0	0	Chord	9/8	1	1	1/8	1/8	1	72		articStaccatoAbove								
5	5	75/4	75/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16	1/16	1	73									8	
5	5	19	19	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	74										
5	5	39/2	39/2	0.5	3/8	3/8	Chord	9/8	1	1	1/8	1/8	1	75		articStaccatoBelow								
5	5	81/4	81/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16	1/16	1	76									9	
5	5	41/2	41/2	0.5	5/8	5/8	Chord	9/8	1	1	1/8	1/8	1	77										
5	5	21	21	1.0	3/4	3/4	Chord	9/8	1	1	1/4	1/4	1	78		articTenutoAbove								
5	5	22	22	0.5	1	1	Chord	9/8	1	1	1/8	1/8	1	79		articStaccatoAbove								
5	5	21	21	0.5	3/4	3/4	Chord	9/8	1	2	1/8	1/8	1	80									10	
5	5	43/2	43/2	0.5	7/8	7/8	Chord	9/8	1	2	1/8	1/8	1	81									10	
5	5	22	22	0.5	1	1	Chord	9/8	1	2	1/8	1/8	1	82										
5	5	18	18	0.5	0	0	Chord	9/8	2	1	1/8	1/8	1	83		articStaccatoAbove								
5	5	75/4	75/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16	1/16	1	84									11	
5	5	19	19	0.5	1/4	1/4	Chord	9/8	2	1	1/8	1/8	1	85										
5	5	39/2	39/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8	1/8	1	86		articStaccatoAbove								
5	5	81/4	81/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16	1/16	1	87									12	
5	5	41/2	41/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	88										
5	5	21	21	1.0	3/4	3/4	Chord	9/8	2	1	1/4	1/4	1	89		articTenutoAbove								
5	5	22	22	0.5	1	1	Chord	9/8	2	1	1/8	1/8	1	90		articStaccatoAbove								
5	5	21	21	0.5	3/4	3/4	Chord	9/8	2	2	1/8	1/8	1	91									13	
5	5	43/2	43/2	0.5	7/8	7/8	Chord	9/8	2	2	1/8	1/8	1	92									13	
5	5	22	22	0.5	1	1	Chord	9/8	2	2	1/8	1/8	1	93										
6	6	45/2	45/2	0.5	0	0	Chord	9/8	1	1	1/8	1/8	1	94		articStaccatoAbove								
6	6	93/4	93/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16	1/16	1	95									14	
6	6	47/2	47/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	96										
6	6	24	24	0.5	3/8	3/8	Chord	9/8	1	1	1/8	1/8	1	97		articStaccatoBelow								
6	6	99/4	99/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16	1/16	1	98									15	
6	6	25	25	0.5	5/8	5/8	Chord	9/8	1	1	1/8	1/8	1	99										
6	6	51/2	51/2	1.0	3/4	3/4	Chord	9/8	1	1	1/4	1/4	1	100		articTenutoAbove								
6	6	53/2	53/2	0.5	1	1	Chord	9/8	1	1	1/8	1/8	1	101		articStaccatoAbove								
6	6	51/2	51/2	0.5	3/4	3/4	Chord	9/8	1	2	1/8	1/8	1	102									16	
6	6	26	26	0.5	7/8	7/8	Chord	9/8	1	2	1/8	1/8	1	103									16	
6	6	53/2	53/2	0.5	1	1	Chord	9/8	1	2	1/8	1/8	1	104										
6	6	45/2	45/2	0.5	0	0	Chord	9/8	2	1	1/8	1/8	1	105		articStaccatoAbove								
6	6	93/4	93/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16	1/16	1	106									17	
6	6	47/2	47/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8	1/8	1	107										
6	6	24	24	0.5	3/8	3/8	Chord	9/8	2	1	1/8	1/8	1	108		articStaccatoAbove								
6	6	99/4	99/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16	1/16	1	109									18	
6	6	25	25	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	110										
6	6	51/2	51/2	1.0	3/4	3/4	Chord	9/8	2	1	1/4	1/4	1	111		articTenutoAbove								
6	6	53/2	53/2	0.5	1	1	Chord	9/8	2	1	1/8	1/8	1	112		articStaccatoAbove								
6	6	51/2	51/2	0.5	3/4	3/4	Chord	9/8	2	2	1/8	1/8	1	113									19	
6	6	26	26	0.5	7/8	7/8	Chord	9/8	2	2	1/8	1/8	1	114									19	
6	6	53/2	53/2	0.5	1	1	Chord	9/8	2	2	1/8	1/8	1	115										
7	7	27	27	0.5	0	0	Chord	9/8	1	1	1/8	1/8	1	116		articStaccatoAbove								
7	7	111/4	111/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16	1/16	1	117									20	
7	7	28	28	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	118										
7	7	57/2	57/2	0.5	3/8	3/8	Chord	9/8	1	1	1/8	1/8	1	119		articStaccatoBelow								
7	7	117/4	117/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16	1/16	1	120									21	
7	7	59/2	59/2	0.5	5/8	5/8	Chord	9/8	1	1	1/8	1/8	1	121										
7	7	30	30	0.5	3/4	3/4	Chord	9/8	1	1	1/8	1/8	1	122		articTenutoAbove							22	
7	7	61/2	61/2	0.5	7/8	7/8	Chord	9/8	1	1	1/8	1/8	1	123										
7	7	31	31	0.5	1	1	Chord	9/8	1	1	1/8	1/8	1	124		articStaccatoAbove								
7	7	27	27	0.5	0	0	Chord	9/8	2	1	1/8	1/8	1	125		articStaccatoBelow								
7	7	111/4	111/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16	1/16	1	126									23	
7	7	28	28	0.5	1/4	1/4	Chord	9/8	2	1	1/8	1/8	1	127										
7	7	57/2	57/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8	1/8	1	128		articStaccatoAbove								
7	7	117/4	117/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16	1/16	1	129									24	
7	7	59/2	59/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	130										
7	7	30	30	0.5	3/4	3/4	Chord	9/8	2	1	1/8	1/8	1	131		articTenutoAbove							25	
7	7	61/2	61/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8	1/8	1	132										
7	7	31	31	0.5	1	1	Chord	9/8	2	1	1/8	1/8	1	133		articStaccatoAbove								
8	8	63/2	63/2	0.5	0	0	Chord	9/8	1	1	1/8	1/8	1	134		articTenutoAbove							26	
8	8	32	32	0.5	1/8	1/8	Chord	9/8	1	1	1/8	1/8	1	135										
8	8	65/2	65/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	136		articStaccatoAbove								
8	8	33	33	0.5	3/8	3/8	Chord	9/8	1	1	1/8	1/8	1	137		articTenutoAbove							27	
8	8	67/2	67/2	0.5	1/2	1/2	Chord	9/8	1	1	1/8	1/8	1	138										
8	8	34	34	0.5	5/8	5/8	Chord	9/8	1	1	1/8	1/8	1	139		articStaccatoAbove								
8	8	69/2	69/2	0.5	3/4	3/4	Chord	9/8	1	1	1/8	1/8	1	140		articTenutoAbove							28	
8	8	35	35	0.5	7/8	7/8	Chord	9/8	1	1	1/8	1/8	1	141										
8	8	71/2	71/2	0.5	1	1	Chord	9/8	1	1	1/8	1/8	1	142		articStaccatoAbove								
8	8	63/2	63/2	0.5	0	0	Chord	9/8	2	1	1/8	1/8	1	143		articTenutoAbove							29	
8	8	32	32	0.5	1/8	1/8	Chord	9/8	2	1	1/8	1/8	1	144										
8	8	65/2	65/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8	1/8	1	145		articStaccatoAbove								
8	8	33	33	0.5	3/8	3/8	Chord	9/8	2	1	1/8	1/8	1	146		articTenutoBelow							30	
8	8	67/2	67/2	0.5	1/2	1/2	Chord	9/8	2	1	1/8	1/8	1	147										
8	8	34	34	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	148		articStaccatoBelow								
8	8	69/2	69/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8	1/8	1	149		articTenutoBelow							31	
8	8	35	35	0.5	7/8	7/8	Chord	9/8	2	1	1/8	1/8	1	150										
8	8	71/2	71/2	0.5	1	1	Chord	9/8	2	1	1/8	1/8	1	151		articStaccatoBelow								
9	9	36	36	0.0	0	0	Dynamic	9/8	1	1	0				f									
9	9	36	36	0.5	0	0	Chord	9/8	1	1	1/8	1/8	1	152		articStaccatoAbove								
9	9	147/4	147/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16	1/16	1	153									32	
9	9	37	37	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	154										
9	9	75/2	75/2	0.5	3/8	3/8	Chord	9/8	1	1	1/8	1/8	1	155		articStaccatoAbove								
9	9	153/4	153/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16	1/16	1	156									33	
9	9	77/2	77/2	0.5	5/8	5/8	Chord	9/8	1	1	1/8	1/8	1	157										
9	9	39	39	0.5	3/4	3/4	Chord	9/8	1	1	1/8	1/8	1	158		articStaccatoAbove								
9	9	79/2	79/2	0.5	7/8	7/8	Chord	9/8	1	1	1/8	1/8	1	159		articStaccatoAbove								
9	9	40	40	0.5	1	1	Chord	9/8	1	1	1/8	1/8	1	160		articStaccatoAbove								
9	9	36	36	0.5	0	0	Chord	9/8	2	1	1/8	1/8	1	161		articStaccatoBelow								
9	9	147/4	147/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16	1/16	1	162									34	
9	9	37	37	0.5	1/4	1/4	Chord	9/8	2	1	1/8	1/8	1	163										
9	9	75/2	75/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8	1/8	1	164		articStaccatoAbove								
9	9	153/4	153/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16	1/16	1	165									35	
9	9	77/2	77/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	166										
9	9	39	39	0.5	3/4	3/4	Chord	9/8	2	1	1/8	1/8	1	167		articStaccatoAbove								
9	9	79/2	79/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8	1/8	1	168		articStaccatoAbove								
9	9	40	40	0.5	1	1	Chord	9/8	2	1	1/8	1/8	1	169		articStaccatoAbove								
10	10	81/2	81/2	0.5	0	0	Chord	9/8	1	1	1/8	1/8	1	170		articStaccatoAbove								
10	10	165/4	165/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16	1/16	1	171										
10	10	83/2	83/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	172										
10	10	42	42	0.5	3/8	3/8	Chord	9/8	1	1	1/8	1/8	1	173		articStaccatoAbove								
10	10	171/4	171/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16	1/16	1	174										
10	10	43	43	0.5	5/8	5/8	Chord	9/8	1	1	1/8	1/8	1	175										
10	10	87/2	87/2	0.5	3/4	3/4	Chord	9/8	1	1	1/8	1/8	1	176		articStaccatoAbove								
10	10	177/4	177/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16	1/16	1	177										
10	10	89/2	89/2	0.5	1	1	Chord	9/8	1	1	1/8	1/8	1	178										
10	10	81/2	81/2	0.5	0	0	Chord	9/8	2	1	1/8	1/8	1	179		articStaccatoAbove								
10	10	165/4	165/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16	1/16	1	180										
10	10	83/2	83/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8	1/8	1	181										
10	10	42	42	0.5	3/8	3/8	Chord	9/8	2	1	1/8	1/8	1	182		articStaccatoBelow								
10	10	171/4	171/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16	1/16	1	183										
10	10	43	43	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	184										
10	10	87/2	87/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8	1/8	1	185		articStaccatoBelow								
10	10	177/4	177/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16	1/16	1	186										
10	10	89/2	89/2	0.5	1	1	Chord	9/8	2	1	1/8	1/8	1	187										
11	11	45	45	0.5	0	0	Chord	9/8	1	1	1/8	1/8	1	188		articStaccatoAbove								
11	11	183/4	183/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16	1/16	1	189									36	
11	11	46	46	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	190										
11	11	93/2	93/2	0.5	3/8	3/8	Chord	9/8	1	1	1/8	1/8	1	191		articStaccatoAbove								
11	11	189/4	189/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16	1/16	1	192									37	
11	11	95/2	95/2	0.5	5/8	5/8	Chord	9/8	1	1	1/8	1/8	1	193										
11	11	48	48	0.5	3/4	3/4	Chord	9/8	1	1	1/8	1/8	1	194		articStaccatoAbove								
11	11	97/2	97/2	0.5	7/8	7/8	Chord	9/8	1	1	1/8	1/8	1	195		articStaccatoAbove								
11	11	49	49	0.5	1	1	Chord	9/8	1	1	1/8	1/8	1	196		articStaccatoAbove								
11	11	45	45	0.5	0	0	Chord	9/8	2	1	1/8	1/8	1	197		articStaccatoBelow								
11	11	183/4	183/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16	1/16	1	198									38	
11	11	46	46	0.5	1/4	1/4	Chord	9/8	2	1	1/8	1/8	1	199										
11	11	93/2	93/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8	1/8	1	200		articStaccatoAbove								
11	11	189/4	189/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16	1/16	1	201									39	
11	11	95/2	95/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	202										
11	11	48	48	0.5	3/4	3/4	Chord	9/8	2	1	1/8	1/8	1	203		articStaccatoBelow								
11	11	97/2	97/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8	1/8	1	204		articStaccatoBelow								
11	11	49	49	0.5	1	1	Chord	9/8	2	1	1/8	1/8	1	205		articStaccatoBelow								
12	12	99/2	99/2	0.5	0	0	Chord	9/8	1	1	1/8	1/8	1	206		articStaccatoAbove								
12	12	201/4	201/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16	1/16	1	207										
12	12	101/2	101/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	208										
12	12	51	51	0.5	3/8	3/8	Chord	9/8	1	1	1/8	1/8	1	209		articStaccatoBelow								
12	12	207/4	207/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16	1/16	1	210										
12	12	52	52	0.5	5/8	5/8	Chord	9/8	1	1	1/8	1/8	1	211										
12	12	105/2	105/2	0.5	3/4	3/4	Chord	9/8	1	1	1/8	1/8	1	212		articStaccatoBelow								
12	12	213/4	213/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16	1/16	1	213										
12	12	107/2	107/2	0.5	1	1	Chord	9/8	1	1	1/8	1/8	1	214										
12	12	99/2	99/2	0.5	0	0	Chord	9/8	2	1	1/8	1/8	1	215		articStaccatoBelow								
12	12	201/4	201/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16	1/16	1	216										
12	12	101/2	101/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8	1/8	1	217										
12	12	51	51	0.5	3/8	3/8	Chord	9/8	2	1	1/8	1/8	1	218		articStaccatoBelow								
12	12	207/4	207/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16	1/16	1	219										
12	12	52	52	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	220										
12	12	105/2	105/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8	1/8	1	221		articStaccatoBelow								
12	12	213/4	213/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16	1/16	1	222										
12	12	107/2	107/2	0.5	1	1	Chord	9/8	2	1	1/8	1/8	1	223										
13	13	54	54	0.5	0	0	Chord	9/8	1	1	1/8	1/8	1	224		articStaccatoBelow								
13	13	219/4	219/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16	1/16	1	225									40	
13	13	55	55	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	226										
13	13	111/2	111/2	0.5	3/8	3/8	Chord	9/8	1	1	1/8	1/8	1	227		articStaccatoAbove								
13	13	225/4	225/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16	1/16	1	228									41	
13	13	113/2	113/2	0.5	5/8	5/8	Chord	9/8	1	1	1/8	1/8	1	229										
13	13	57	57	0.0	3/4	3/4	Spanner	9/8	1	1	0													0
13	13	57	57	1.0	3/4	3/4	Chord	9/8	1	1	1/4	1/4	1	230		articTenutoAbove								0
13	13	58	58	0.5	1	1	Chord	9/8	1	1	1/8	1/8	1	231		articStaccatoAbove								0
13	13	57	57	0.5	3/4	3/4	Chord	9/8	1	2	1/8	1/8	1	232									42	0
13	13	115/2	115/2	0.5	7/8	7/8	Chord	9/8	1	2	1/8	1/8	1	233									42	0
13	13	58	58	0.5	1	1	Chord	9/8	1	2	1/8	1/8	1	234										0
13	13	54	54	0.5	0	0	Chord	9/8	2	1	1/8	1/8	1	235		articStaccatoAbove								
13	13	219/4	219/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16	1/16	1	236									43	
13	13	55	55	0.5	1/4	1/4	Chord	9/8	2	1	1/8	1/8	1	237										
13	13	111/2	111/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8	1/8	1	238		articStaccatoAbove								
13	13	225/4	225/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16	1/16	1	239									44	
13	13	113/2	113/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	240										
13	13	57	57	1.0	3/4	3/4	Chord	9/8	2	1	1/4	1/4	1	241		articTenutoAbove								
13	13	58	58	0.5	1	1	Chord	9/8	2	1	1/8	1/8	1	242		articStaccatoAbove								
13	13	57	57	0.5	3/4	3/4	Chord	9/8	2	2	1/8	1/8	1	243									45	
13	13	115/2	115/2	0.5	7/8	7/8	Chord	9/8	2	2	1/8	1/8	1	244									45	
13	13	58	58	0.5	1	1	Chord	9/8	2	2	1/8	1/8	1	245										
14	14	117/2	117/2	0.0	0	0	Spanner	9/8	1	1	0													
14	14	117/2	117/2	0.5	0	0	Chord	9/8	1	1	1/8	1/8	1	246		articStaccatoAbove								
14	14	237/4	237/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16	1/16	1	247									46	
14	14	119/2	119/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	248										
14	14	60	60	0.5	3/8	3/8	Chord	9/8	1	1	1/8	1/8	1	249		articStaccatoAbove								
14	14	243/4	243/4	0.0	9/16	9/16	Spanner	9/8	1	1	0													1
14	14	243/4	243/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16	1/16	1	250									47	1
14	14	61	61	0.5	5/8	5/8	Chord	9/8	1	1	1/8	1/8	1	251										1
14	14	123/2	123/2	1.0	3/4	3/4	Chord	9/8	1	1	1/4	1/4	1	252		articTenutoAbove								1
14	14	125/2	125/2	0.5	1	1	Chord	9/8	1	1	1/8	1/8	1	253		articStaccatoAbove								1
14	14	123/2	123/2	0.5	3/4	3/4	Chord	9/8	1	2	1/8	1/8	1	254									48	1
14	14	62	62	0.5	7/8	7/8	Chord	9/8	1	2	1/8	1/8	1	255									48	1
14	14	125/2	125/2	0.5	1	1	Chord	9/8	1	2	1/8	1/8	1	256										1
14	14	117/2	117/2	0.5	0	0	Chord	9/8	2	1	1/8	1/8	1	257		articStaccatoAbove								
14	14	237/4	237/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16	1/16	1	258									49	
14	14	119/2	119/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8	1/8	1	259										
14	14	60	60	0.5	3/8	3/8	Chord	9/8	2	1	1/8	1/8	1	260		articStaccatoBelow								
14	14	243/4	243/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16	1/16	1	261									50	
