mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin
1	1	0	0	0.0	0	0	Dynamic	4/4	1	1	0				mf									
1	1	0	0	0.0	0	0	StaffText	4/4	1	1	0						Meno mosso							
1	1	0	0	0.0	0	0	Tempo	4/4	1	1	0							𝅘𝅥=108	108.0	𝅘𝅥	108.0	0.0		
1	1	0	0	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	0										
1	1	0	0	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1										
1	1	1/2	1/2	0.16666666666666666	1/8	1/8	Chord	4/4	2	1	1/24	1/16	2/3	2									0	
1	1	2/3	2/3	0.16666666666666666	1/6	1/6	Chord	4/4	2	1	1/24	1/16	2/3	3									0	
1	1	5/6	5/6	0.16666666666666666	5/24	5/24	Chord	4/4	2	1	1/24	1/16	2/3	4									0	
1	1	1	1	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	5										
1	1	3/2	3/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	6		articStaccatoBelow								
1	1	2	2	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	7		articAccentBelow								
1	1	5/2	5/2	0.16666666666666666	5/8	5/8	Chord	4/4	2	1	1/24	1/16	2/3	8									1	
1	1	8/3	8/3	0.16666666666666666	2/3	2/3	Chord	4/4	2	1	1/24	1/16	2/3	9									1	
1	1	17/6	17/6	0.16666666666666666	17/24	17/24	Chord	4/4	2	1	1/24	1/16	2/3	10									1	
1	1	3	3	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	11										
1	1	7/2	7/2	0.0	7/8	7/8	StaffText	4/4	2	1	0						dim.							
1	1	7/2	7/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	12		articStaccatoBelow								
2	2	4	4	0.0	0	0	Dynamic	4/4	1	1	0				mf									
2	2	4	4	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	13									2	
2	2	6	6	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	14									2	
2	2	15/2	15/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	15										
2	2	4	4	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	16		articStaccatoBelow								
2	2	9/2	9/2	0.16666666666666666	1/8	1/8	Chord	4/4	2	1	1/24	1/16	2/3	17									3	
2	2	14/3	14/3	0.16666666666666666	1/6	1/6	Chord	4/4	2	1	1/24	1/16	2/3	18									3	
2	2	29/6	29/6	0.16666666666666666	5/24	5/24	Chord	4/4	2	1	1/24	1/16	2/3	19									3	
2	2	5	5	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	20										
2	2	11/2	11/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	21		articStaccatoBelow								
2	2	6	6	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	22		articStaccatoBelow								
2	2	13/2	13/2	0.16666666666666666	5/8	5/8	Chord	4/4	2	1	1/24	1/16	2/3	23									4	
2	2	20/3	20/3	0.16666666666666666	2/3	2/3	Chord	4/4	2	1	1/24	1/16	2/3	24									4	
2	2	41/6	41/6	0.16666666666666666	17/24	17/24	Chord	4/4	2	1	1/24	1/16	2/3	25									4	
2	2	7	7	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	26										
2	2	15/2	15/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	27		articStaccatoBelow								
3	3	8	8	4.0	0	0	Chord	4/4	1	1	1	1	1	28										
3	3	8	8	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	29		articStaccatoBelow								
3	3	17/2	17/2	0.16666666666666666	1/8	1/8	Chord	4/4	2	1	1/24	1/16	2/3	30									5	
3	3	26/3	26/3	0.16666666666666666	1/6	1/6	Chord	4/4	2	1	1/24	1/16	2/3	31									5	
3	3	53/6	53/6	0.16666666666666666	5/24	5/24	Chord	4/4	2	1	1/24	1/16	2/3	32									5	
3	3	9	9	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	33										
3	3	19/2	19/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	34		articStaccatoBelow								
3	3	10	10	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	35		articStaccatoBelow								
3	3	21/2	21/2	0.16666666666666666	5/8	5/8	Chord	4/4	2	1	1/24	1/16	2/3	36									6	
3	3	32/3	32/3	0.16666666666666666	2/3	2/3	Chord	4/4	2	1	1/24	1/16	2/3	37									6	
3	3	65/6	65/6	0.16666666666666666	17/24	17/24	Chord	4/4	2	1	1/24	1/16	2/3	38									6	
3	3	11	11	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	39										
3	3	23/2	23/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	40		articStaccatoBelow								
4	4	12	12	2.0	0	0	Chord	2/4	1	1	1/2	1/2	1	41										
4	4	12	12	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	42		articStaccatoBelow								
4	4	25/2	25/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24	1/16	2/3	43									7	
4	4	38/3	38/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24	1/16	2/3	44									7	
4	4	77/6	77/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24	1/16	2/3	45									7	
4	4	13	13	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	46										
4	4	27/2	27/2	0.0	3/8	3/8	Dynamic	2/4	2	1	0				p									
4	4	27/2	27/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	47		articStaccatoBelow								
5	5	15	15	0.0	1/4	1/4	Dynamic	4/4	1	1	0				mf									
5	5	15	15	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	48		articTenutoAbove							8	
5	5	17	17	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	49									8	
5	5	35/2	35/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	50									8	
5	5	14	14	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	51		articStaccatoBelow								
5	5	29/2	29/2	0.16666666666666666	1/8	1/8	Chord	4/4	2	1	1/24	1/16	2/3	52									9	
5	5	44/3	44/3	0.16666666666666666	1/6	1/6	Chord	4/4	2	1	1/24	1/16	2/3	53									9	
5	5	89/6	89/6	0.16666666666666666	5/24	5/24	Chord	4/4	2	1	1/24	1/16	2/3	54									9	
5	5	15	15	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	55										
5	5	31/2	31/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	56		articStaccatoBelow								
5	5	16	16	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	57		articStaccatoBelow								
5	5	33/2	33/2	0.16666666666666666	5/8	5/8	Chord	4/4	2	1	1/24	1/16	2/3	58									10	
5	5	50/3	50/3	0.16666666666666666	2/3	2/3	Chord	4/4	2	1	1/24	1/16	2/3	59									10	
5	5	101/6	101/6	0.16666666666666666	17/24	17/24	Chord	4/4	2	1	1/24	1/16	2/3	60									10	
5	5	17	17	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	61										
5	5	35/2	35/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	62		articStaccatoBelow								
6	6	18	18	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	63		articTenutoAbove								
6	6	39/2	39/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	64									11	
6	6	20	20	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	65									11	
6	6	41/2	41/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	66									11	
6	6	21	21	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12	1/8	2/3	67									11	
6	6	64/3	64/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12	1/8	2/3	68									11	
6	6	65/3	65/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	69										
6	6	18	18	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	70		articStaccatoBelow								
6	6	37/2	37/2	0.16666666666666666	1/8	1/8	Chord	4/4	2	1	1/24	1/16	2/3	71									12	
6	6	56/3	56/3	0.16666666666666666	1/6	1/6	Chord	4/4	2	1	1/24	1/16	2/3	72									12	
6	6	113/6	113/6	0.16666666666666666	5/24	5/24	Chord	4/4	2	1	1/24	1/16	2/3	73									12	
6	6	19	19	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	74										
6	6	39/2	39/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	75		articStaccatoBelow								
6	6	20	20	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	76		articStaccatoBelow								
6	6	41/2	41/2	0.16666666666666666	5/8	5/8	Chord	4/4	2	1	1/24	1/16	2/3	77									13	
6	6	62/3	62/3	0.16666666666666666	2/3	2/3	Chord	4/4	2	1	1/24	1/16	2/3	78									13	
6	6	125/6	125/6	0.16666666666666666	17/24	17/24	Chord	4/4	2	1	1/24	1/16	2/3	79									13	
6	6	21	21	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	80										
6	6	43/2	43/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	81		articStaccatoBelow								
7	7	22	22	4.0	0	0	Chord	4/4	1	1	1	1	1	82									14	
7	7	22	22	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	83		articStaccatoBelow								
7	7	45/2	45/2	0.16666666666666666	1/8	1/8	Chord	4/4	2	1	1/24	1/16	2/3	84									15	
7	7	68/3	68/3	0.16666666666666666	1/6	1/6	Chord	4/4	2	1	1/24	1/16	2/3	85									15	
7	7	137/6	137/6	0.16666666666666666	5/24	5/24	Chord	4/4	2	1	1/24	1/16	2/3	86									15	
7	7	23	23	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	87										
7	7	47/2	47/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	88		articStaccatoBelow								
7	7	24	24	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	89		articStaccatoBelow								
7	7	49/2	49/2	0.16666666666666666	5/8	5/8	Chord	4/4	2	1	1/24	1/16	2/3	90									16	
7	7	74/3	74/3	0.16666666666666666	2/3	2/3	Chord	4/4	2	1	1/24	1/16	2/3	91									16	
7	7	149/6	149/6	0.16666666666666666	17/24	17/24	Chord	4/4	2	1	1/24	1/16	2/3	92									16	
7	7	25	25	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	93										
7	7	51/2	51/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	94		articStaccatoBelow								
8	8	26	26	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	95									14	
8	8	53/2	53/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	96									14	
8	8	27	27	0.0	1/4	1/4	Spanner	2/4	1	1	0												14	0
8	8	27	27	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	97									14	0
8	8	55/2	55/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	98									14	0
8	8	26	26	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	99		articStaccatoBelow								
8	8	53/2	53/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24	1/16	2/3	100									17	
8	8	80/3	80/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24	1/16	2/3	101									17	
8	8	161/6	161/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24	1/16	2/3	102									17	
8	8	27	27	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	103										
8	8	55/2	55/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	104		articStaccatoAbove								
9	9	28	28	0.0	0	0	Spanner	4/4	1	1	0													
9	9	28	28	4.0	0	0	Chord	4/4	1	1	1	1	1	105										
9	9	57/2	57/2	0.0	1/8	1/8	Dynamic	4/4	1	1	0				p									
9	9	28	28	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	106		articStaccatoAbove								
9	9	57/2	57/2	0.0	1/8	1/8	Dynamic	4/4	2	1	0				mf									
9	9	57/2	57/2	0.16666666666666666	1/8	1/8	Chord	4/4	2	1	1/24	1/16	2/3	107									18	
9	9	86/3	86/3	0.16666666666666666	1/6	1/6	Chord	4/4	2	1	1/24	1/16	2/3	108									18	
9	9	173/6	173/6	0.16666666666666666	5/24	5/24	Chord	4/4	2	1	1/24	1/16	2/3	109									18	
9	9	29	29	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	110										
9	9	59/2	59/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	111		articStaccatoBelow								
9	9	30	30	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	112		articStaccatoBelow								
9	9	61/2	61/2	0.0	5/8	5/8	StaffText	4/4	2	1	0						dim.							
9	9	61/2	61/2	0.16666666666666666	5/8	5/8	Chord	4/4	2	1	1/24	1/16	2/3	113									19	
9	9	92/3	92/3	0.16666666666666666	2/3	2/3	Chord	4/4	2	1	1/24	1/16	2/3	114									19	
9	9	185/6	185/6	0.16666666666666666	17/24	17/24	Chord	4/4	2	1	1/24	1/16	2/3	115									19	
9	9	31	31	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	116										
9	9	63/2	63/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	117		articStaccatoAbove								
10	10	32	32	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	118										
10	10	33	33	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	119									20	
10	10	32	32	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	120		articStaccatoAbove								
10	10	65/2	65/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24	1/16	2/3	121									21	
10	10	98/3	98/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24	1/16	2/3	122									21	
10	10	197/6	197/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24	1/16	2/3	123									21	
10	10	33	33	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	124										
10	10	67/2	67/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	125		articStaccatoBelow								
11	11	34	34	0.0	0	0	Dynamic	6/4	1	1	0				p									
11	11	34	34	6.0	0	0	Chord	6/4	1	1	3/2	1	3/2	126										
11	11	34	34	0.5	0	0	Chord	6/4	2	1	1/8	1/8	1	127		articStaccatoBelow								
11	11	69/2	69/2	0.16666666666666666	1/8	1/8	Chord	6/4	2	1	1/24	1/16	2/3	128									22	
11	11	104/3	104/3	0.16666666666666666	1/6	1/6	Chord	6/4	2	1	1/24	1/16	2/3	129									22	
11	11	209/6	209/6	0.16666666666666666	5/24	5/24	Chord	6/4	2	1	1/24	1/16	2/3	130									22	
11	11	35	35	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	131										
11	11	71/2	71/2	0.0	3/8	3/8	StaffText	6/4	2	1	0						cresc.							
11	11	71/2	71/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	132		articStaccatoBelow								
11	11	36	36	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	133		articStaccatoBelow								
11	11	73/2	73/2	0.16666666666666666	5/8	5/8	Chord	6/4	2	1	1/24	1/16	2/3	134									23	
