mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin
11	11	110/3	110/3	0.16666666666666666	2/3	2/3	Chord	6/4	2	1	1/24	1/16	2/3	135									23	
11	11	221/6	221/6	0.16666666666666666	17/24	17/24	Chord	6/4	2	1	1/24	1/16	2/3	136									23	
11	11	37	37	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	137										
11	11	75/2	75/2	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	138		articStaccatoBelow								
11	11	38	38	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	139		articStaccatoBelow								
11	11	77/2	77/2	0.16666666666666666	9/8	9/8	Chord	6/4	2	1	1/24	1/16	2/3	140									24	
11	11	116/3	116/3	0.16666666666666666	7/6	7/6	Chord	6/4	2	1	1/24	1/16	2/3	141									24	
11	11	233/6	233/6	0.16666666666666666	29/24	29/24	Chord	6/4	2	1	1/24	1/16	2/3	142									24	
11	11	39	39	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	143										
11	11	79/2	79/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	144		articStaccatoAbove								
12	12	42	42	0.0	1/2	1/2	Dynamic	6/4	1	1	0				mf									
12	12	42	42	3.0	1/2	1/2	Chord	6/4	1	1	3/4	1/2	3/2	145										
12	12	45	45	0.5	5/4	5/4	Chord	6/4	1	1	1/8	1/8	1	146									25	
12	12	91/2	91/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	147									25	
12	12	40	40	0.0	0	0	Dynamic	6/4	2	1	0				p									
12	12	40	40	0.5	0	0	Chord	6/4	2	1	1/8	1/8	1	148		articStaccatoAbove								
12	12	81/2	81/2	0.16666666666666666	1/8	1/8	Chord	6/4	2	1	1/24	1/16	2/3	149									26	
12	12	122/3	122/3	0.16666666666666666	1/6	1/6	Chord	6/4	2	1	1/24	1/16	2/3	150									26	
12	12	245/6	245/6	0.16666666666666666	5/24	5/24	Chord	6/4	2	1	1/24	1/16	2/3	151									26	
12	12	41	41	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	152										
12	12	83/2	83/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	153		articStaccatoAbove								
12	12	42	42	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	154		articStaccatoAbove								
12	12	85/2	85/2	0.16666666666666666	5/8	5/8	Chord	6/4	2	1	1/24	1/16	2/3	155									27	
12	12	128/3	128/3	0.16666666666666666	2/3	2/3	Chord	6/4	2	1	1/24	1/16	2/3	156									27	
12	12	257/6	257/6	0.16666666666666666	17/24	17/24	Chord	6/4	2	1	1/24	1/16	2/3	157									27	
12	12	43	43	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	158										
12	12	87/2	87/2	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	159		articStaccatoAbove								
12	12	44	44	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	160		articStaccatoAbove								
12	12	89/2	89/2	0.16666666666666666	9/8	9/8	Chord	6/4	2	1	1/24	1/16	2/3	161									28	
12	12	134/3	134/3	0.16666666666666666	7/6	7/6	Chord	6/4	2	1	1/24	1/16	2/3	162									28	
12	12	269/6	269/6	0.16666666666666666	29/24	29/24	Chord	6/4	2	1	1/24	1/16	2/3	163									28	
12	12	45	45	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	164										
12	12	91/2	91/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	165		articStaccatoBelow								
13	13	46	46	0.0	0	0	Dynamic	6/4	1	1	0				p									
13	13	46	46	6.0	0	0	Chord	6/4	1	1	3/2	1	3/2	166										
13	13	46	46	0.5	0	0	Chord	6/4	2	1	1/8	1/8	1	167		articStaccatoBelow								
13	13	93/2	93/2	0.0	1/8	1/8	Dynamic	6/4	2	1	0				mf									
13	13	93/2	93/2	0.16666666666666666	1/8	1/8	Chord	6/4	2	1	1/24	1/16	2/3	168									29	
13	13	140/3	140/3	0.16666666666666666	1/6	1/6	Chord	6/4	2	1	1/24	1/16	2/3	169									29	
13	13	281/6	281/6	0.16666666666666666	5/24	5/24	Chord	6/4	2	1	1/24	1/16	2/3	170									29	
13	13	47	47	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	171										
13	13	95/2	95/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	172		articStaccatoBelow								
13	13	48	48	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	173		articStaccatoBelow								
13	13	97/2	97/2	0.16666666666666666	5/8	5/8	Chord	6/4	2	1	1/24	1/16	2/3	174									30	
13	13	146/3	146/3	0.16666666666666666	2/3	2/3	Chord	6/4	2	1	1/24	1/16	2/3	175									30	
13	13	293/6	293/6	0.16666666666666666	17/24	17/24	Chord	6/4	2	1	1/24	1/16	2/3	176									30	
13	13	49	49	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	177										
13	13	99/2	99/2	0.0	7/8	7/8	StaffText	6/4	2	1	0						dim.							
13	13	99/2	99/2	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	178		articStaccatoBelow								
13	13	50	50	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	179		articStaccatoBelow								
13	13	101/2	101/2	0.16666666666666666	9/8	9/8	Chord	6/4	2	1	1/24	1/16	2/3	180									31	
13	13	152/3	152/3	0.16666666666666666	7/6	7/6	Chord	6/4	2	1	1/24	1/16	2/3	181									31	
13	13	305/6	305/6	0.16666666666666666	29/24	29/24	Chord	6/4	2	1	1/24	1/16	2/3	182									31	
13	13	51	51	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	183										
13	13	103/2	103/2	0.0	11/8	11/8	Dynamic	6/4	2	1	0				p									
13	13	103/2	103/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	184		articStaccatoBelow								
14	14	54	54	0.0	1/2	1/2	Dynamic	6/4	1	1	0				mf									
14	14	54	54	3.0	1/2	1/2	Chord	6/4	1	1	3/4	1/2	3/2	185										
14	14	57	57	0.5	5/4	5/4	Chord	6/4	1	1	1/8	1/8	1	186										
14	14	115/2	115/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	187									32	
14	14	52	52	0.5	0	0	Chord	6/4	2	1	1/8	1/8	1	188		articStaccatoBelow								
14	14	105/2	105/2	0.16666666666666666	1/8	1/8	Chord	6/4	2	1	1/24	1/16	2/3	189									33	
14	14	158/3	158/3	0.16666666666666666	1/6	1/6	Chord	6/4	2	1	1/24	1/16	2/3	190									33	
14	14	317/6	317/6	0.16666666666666666	5/24	5/24	Chord	6/4	2	1	1/24	1/16	2/3	191									33	
14	14	53	53	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	192										
14	14	107/2	107/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	193		articStaccatoBelow								
14	14	54	54	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	194		articStaccatoBelow								
14	14	109/2	109/2	0.16666666666666666	5/8	5/8	Chord	6/4	2	1	1/24	1/16	2/3	195									34	
14	14	164/3	164/3	0.16666666666666666	2/3	2/3	Chord	6/4	2	1	1/24	1/16	2/3	196									34	
14	14	329/6	329/6	0.16666666666666666	17/24	17/24	Chord	6/4	2	1	1/24	1/16	2/3	197									34	
14	14	55	55	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	198										
14	14	111/2	111/2	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	199		articStaccatoBelow								
14	14	56	56	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	200		articStaccatoBelow								
14	14	113/2	113/2	0.16666666666666666	9/8	9/8	Chord	6/4	2	1	1/24	1/16	2/3	201									35	
14	14	170/3	170/3	0.16666666666666666	7/6	7/6	Chord	6/4	2	1	1/24	1/16	2/3	202									35	
14	14	341/6	341/6	0.16666666666666666	29/24	29/24	Chord	6/4	2	1	1/24	1/16	2/3	203									35	
14	14	57	57	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	204										
14	14	115/2	115/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	205		articStaccatoBelow								
15	15	58	58	0.0	0	0	Dynamic	6/4	1	1	0				p									
15	15	58	58	6.0	0	0	Chord	6/4	1	1	3/2	1	3/2	206										
15	15	58	58	0.5	0	0	Chord	6/4	2	1	1/8	1/8	1	207		articStaccatoBelow								
15	15	117/2	117/2	0.0	1/8	1/8	Dynamic	6/4	2	1	0				mf									
15	15	117/2	117/2	0.16666666666666666	1/8	1/8	Chord	6/4	2	1	1/24	1/16	2/3	208									36	
15	15	176/3	176/3	0.16666666666666666	1/6	1/6	Chord	6/4	2	1	1/24	1/16	2/3	209									36	
15	15	353/6	353/6	0.16666666666666666	5/24	5/24	Chord	6/4	2	1	1/24	1/16	2/3	210									36	
15	15	59	59	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	211										
15	15	119/2	119/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	212		articStaccatoBelow								
15	15	60	60	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	213		articStaccatoBelow								
15	15	121/2	121/2	0.16666666666666666	5/8	5/8	Chord	6/4	2	1	1/24	1/16	2/3	214									37	
15	15	182/3	182/3	0.16666666666666666	2/3	2/3	Chord	6/4	2	1	1/24	1/16	2/3	215									37	
15	15	365/6	365/6	0.16666666666666666	17/24	17/24	Chord	6/4	2	1	1/24	1/16	2/3	216									37	
15	15	61	61	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	217										
15	15	123/2	123/2	0.0	7/8	7/8	StaffText	6/4	2	1	0						dim.							
15	15	123/2	123/2	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	218		articStaccatoBelow								
15	15	62	62	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	219		articStaccatoBelow								
15	15	125/2	125/2	0.16666666666666666	9/8	9/8	Chord	6/4	2	1	1/24	1/16	2/3	220									38	
15	15	188/3	188/3	0.16666666666666666	7/6	7/6	Chord	6/4	2	1	1/24	1/16	2/3	221									38	
15	15	377/6	377/6	0.16666666666666666	29/24	29/24	Chord	6/4	2	1	1/24	1/16	2/3	222									38	
15	15	63	63	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	223										
15	15	127/2	127/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	224		articStaccatoBelow								
16	16	65	65	0.0	1/4	1/4	Dynamic	4/4	1	1	0				mf									
16	16	65	65	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	225									39	
16	16	67	67	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	226									39	
16	16	64	64	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	227		articStaccatoBelow								
16	16	129/2	129/2	0.16666666666666666	1/8	1/8	Chord	4/4	2	1	1/24	1/16	2/3	228									40	
16	16	194/3	194/3	0.16666666666666666	1/6	1/6	Chord	4/4	2	1	1/24	1/16	2/3	229									40	
16	16	389/6	389/6	0.16666666666666666	5/24	5/24	Chord	4/4	2	1	1/24	1/16	2/3	230									40	
16	16	65	65	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	231										
16	16	131/2	131/2	0.0	3/8	3/8	StaffText	4/4	2	1	0						"poco cresc.
"							
16	16	131/2	131/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	232		articStaccatoBelow								
16	16	66	66	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	233		articStaccatoBelow								
16	16	133/2	133/2	0.16666666666666666	5/8	5/8	Chord	4/4	2	1	1/24	1/16	2/3	234									41	
