mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	TextLine	Ottava:8va	crescendo_hairpin	decrescendo_hairpin
5	5	21	21	0.75	3/4	3/4	Chord	9/8	1	1	3/16	1/8	3/2	78		articAccentAbove											
5	5	87/4	87/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16	1/16	1	79									26				
5	5	22	22	0.5	1	1	Chord	9/8	1	1	1/8	1/8	1	80													
5	5	18	18	0.75	0	0	Chord	9/8	2	1	3/16	1/8	3/2	81		articAccentAbove											
5	5	75/4	75/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16	1/16	1	82									27				
5	5	19	19	0.5	1/4	1/4	Chord	9/8	2	1	1/8	1/8	1	83													
5	5	39/2	39/2	0.75	3/8	3/8	Chord	9/8	2	1	3/16	1/8	3/2	84		articAccentAbove											
5	5	81/4	81/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16	1/16	1	85									28				
5	5	41/2	41/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	86													
5	5	21	21	0.75	3/4	3/4	Chord	9/8	2	1	3/16	1/8	3/2	87		articAccentAbove											
5	5	87/4	87/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16	1/16	1	88									29				
5	5	22	22	0.5	1	1	Chord	9/8	2	1	1/8	1/8	1	89													
6	6	45/2	45/2	0.75	0	0	Chord	9/8	1	1	3/16	1/8	3/2	90		articAccentAbove											
6	6	93/4	93/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16	1/16	1	91									30				
6	6	47/2	47/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	92													
6	6	24	24	0.75	3/8	3/8	Chord	9/8	1	1	3/16	1/8	3/2	93		articAccentAbove											
6	6	99/4	99/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16	1/16	1	94									31				
6	6	25	25	0.5	5/8	5/8	Chord	9/8	1	1	1/8	1/8	1	95													
6	6	51/2	51/2	0.75	3/4	3/4	Chord	9/8	1	1	3/16	1/8	3/2	96		articAccentAbove											
6	6	105/4	105/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16	1/16	1	97									32				
6	6	53/2	53/2	0.5	1	1	Chord	9/8	1	1	1/8	1/8	1	98													
6	6	45/2	45/2	0.75	0	0	Chord	9/8	2	1	3/16	1/8	3/2	99		articAccentAbove											
6	6	93/4	93/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16	1/16	1	100									33				
6	6	47/2	47/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8	1/8	1	101													
6	6	24	24	0.75	3/8	3/8	Chord	9/8	2	1	3/16	1/8	3/2	102		articAccentAbove											
6	6	99/4	99/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16	1/16	1	103									34				
6	6	25	25	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	104													
6	6	51/2	51/2	0.75	3/4	3/4	Chord	9/8	2	1	3/16	1/8	3/2	105		articAccentAbove											
6	6	105/4	105/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16	1/16	1	106									35				
6	6	53/2	53/2	0.5	1	1	Chord	9/8	2	1	1/8	1/8	1	107													
7	7	27	27	0.75	0	0	Chord	9/8	1	1	3/16	1/8	3/2	108		articAccentAbove											
7	7	111/4	111/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16	1/16	1	109									36				
7	7	28	28	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	110													
7	7	57/2	57/2	0.75	3/8	3/8	Chord	9/8	1	1	3/16	1/8	3/2	111		articAccentAbove											
7	7	117/4	117/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16	1/16	1	112									37				
7	7	59/2	59/2	0.5	5/8	5/8	Chord	9/8	1	1	1/8	1/8	1	113													
7	7	30	30	0.75	3/4	3/4	Chord	9/8	1	1	3/16	1/8	3/2	114		articAccentAbove											
7	7	123/4	123/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16	1/16	1	115									38				
7	7	31	31	0.5	1	1	Chord	9/8	1	1	1/8	1/8	1	116													
7	7	27	27	0.75	0	0	Chord	9/8	2	1	3/16	1/8	3/2	117		articAccentAbove											
7	7	111/4	111/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16	1/16	1	118									39				
7	7	28	28	0.5	1/4	1/4	Chord	9/8	2	1	1/8	1/8	1	119													
7	7	57/2	57/2	0.75	3/8	3/8	Chord	9/8	2	1	3/16	1/8	3/2	120		articAccentAbove											
7	7	117/4	117/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16	1/16	1	121									40				
7	7	59/2	59/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	122													
7	7	30	30	0.75	3/4	3/4	Chord	9/8	2	1	3/16	1/8	3/2	123		articAccentAbove											
7	7	123/4	123/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16	1/16	1	124									41				
7	7	31	31	0.5	1	1	Chord	9/8	2	1	1/8	1/8	1	125													
8	8	63/2	63/2	0.75	0	0	Chord	9/8	1	1	3/16	1/8	3/2	126		articAccentAbove											
8	8	129/4	129/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16	1/16	1	127									42				
8	8	65/2	65/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	128													
8	8	33	33	0.75	3/8	3/8	Chord	9/8	1	1	3/16	1/8	3/2	129		articAccentAbove											
8	8	135/4	135/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16	1/16	1	130									43				
8	8	34	34	0.5	5/8	5/8	Chord	9/8	1	1	1/8	1/8	1	131													
8	8	69/2	69/2	0.0	3/4	3/4	Spanner	9/8	1	1	0														2		
8	8	69/2	69/2	0.75	3/4	3/4	Chord	9/8	1	1	3/16	1/8	3/2	132		articAccentAbove									2		
8	8	141/4	141/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16	1/16	1	133									44		2		
8	8	71/2	71/2	0.0	1	1	Dynamic	9/8	1	1	0				ff										2		
8	8	71/2	71/2	0.5	1	1	Chord	9/8	1	1	1/8	1/8	1	134											2		
8	8	63/2	63/2	0.75	0	0	Chord	9/8	2	1	3/16	1/8	3/2	135		articAccentAbove											
8	8	129/4	129/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16	1/16	1	136									45				
8	8	65/2	65/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8	1/8	1	137													
8	8	33	33	0.75	3/8	3/8	Chord	9/8	2	1	3/16	1/8	3/2	138		articAccentAbove											
8	8	135/4	135/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16	1/16	1	139									46				
8	8	34	34	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	140													
8	8	69/2	69/2	0.75	3/4	3/4	Chord	9/8	2	1	3/16	1/8	3/2	141		articAccentAbove											
8	8	141/4	141/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16	1/16	1	142									47				
8	8	71/2	71/2	0.5	1	1	Chord	9/8	2	1	1/8	1/8	1	143													
9	9	36	36	0.0	0	0	Spanner	9/8	1	1	0																
9	9	36	36	0.75	0	0	Chord	9/8	1	1	3/16	1/8	3/2	144		articAccentAbove											
9	9	147/4	147/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16	1/16	1	145									48				
9	9	37	37	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	146													
9	9	75/2	75/2	0.75	3/8	3/8	Chord	9/8	1	1	3/16	1/8	3/2	147		articAccentAbove											
9	9	153/4	153/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16	1/16	1	148									49				
9	9	77/2	77/2	0.5	5/8	5/8	Chord	9/8	1	1	1/8	1/8	1	149													
9	9	39	39	0.75	3/4	3/4	Chord	9/8	1	1	3/16	1/8	3/2	150		articAccentAbove											
9	9	159/4	159/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16	1/16	1	151									50				
9	9	40	40	0.5	1	1	Chord	9/8	1	1	1/8	1/8	1	152													
9	9	36	36	0.75	0	0	Chord	9/8	2	1	3/16	1/8	3/2	153		articAccentAbove											
9	9	147/4	147/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16	1/16	1	154									51				
9	9	37	37	0.5	1/4	1/4	Chord	9/8	2	1	1/8	1/8	1	155													
9	9	75/2	75/2	0.75	3/8	3/8	Chord	9/8	2	1	3/16	1/8	3/2	156		articAccentAbove											
9	9	153/4	153/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16	1/16	1	157									52				
9	9	77/2	77/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	158													
9	9	39	39	0.75	3/4	3/4	Chord	9/8	2	1	3/16	1/8	3/2	159		articAccentAbove											
9	9	159/4	159/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16	1/16	1	160									53				
9	9	40	40	0.5	1	1	Chord	9/8	2	1	1/8	1/8	1	161													
10	10	81/2	81/2	0.0	0	0	Spanner	9/8	1	1	0														3		
10	10	81/2	81/2	0.75	0	0	Chord	9/8	1	1	3/16	1/8	3/2	162		articAccentAbove									3		
10	10	165/4	165/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16	1/16	1	163									54		3		
10	10	83/2	83/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	164											3		
10	10	42	42	0.75	3/8	3/8	Chord	9/8	1	1	3/16	1/8	3/2	165		articAccentAbove									3		
10	10	171/4	171/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16	1/16	1	166									55		3		
10	10	43	43	0.5	5/8	5/8	Chord	9/8	1	1	1/8	1/8	1	167											3		
10	10	87/2	87/2	0.75	3/4	3/4	Chord	9/8	1	1	3/16	1/8	3/2	168		articAccentBelow									3		
10	10	177/4	177/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16	1/16	1	169									56		3		
10	10	89/2	89/2	0.5	1	1	Chord	9/8	1	1	1/8	1/8	1	170											3		
10	10	81/2	81/2	0.75	0	0	Chord	9/8	2	1	3/16	1/8	3/2	171		articAccentAbove											
10	10	165/4	165/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16	1/16	1	172									57				
10	10	83/2	83/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8	1/8	1	173													
10	10	42	42	0.75	3/8	3/8	Chord	9/8	2	1	3/16	1/8	3/2	174		articAccentAbove											
10	10	171/4	171/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16	1/16	1	175									58				
10	10	43	43	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	176													
10	10	87/2	87/2	0.75	3/4	3/4	Chord	9/8	2	1	3/16	1/8	3/2	177		articAccentAbove											
10	10	177/4	177/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16	1/16	1	178									59				
10	10	89/2	89/2	0.5	1	1	Chord	9/8	2	1	1/8	1/8	1	179													
11	11	45	45	0.0	0	0	Spanner	9/8	1	1	0																
11	11	45	45	0.75	0	0	Chord	9/8	1	1	3/16	1/8	3/2	180		articAccentAbove											
11	11	183/4	183/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16	1/16	1	181									60				
11	11	46	46	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	182													
11	11	93/2	93/2	0.75	3/8	3/8	Chord	9/8	1	1	3/16	1/8	3/2	183		articAccentAbove											
11	11	189/4	189/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16	1/16	1	184									61				
11	11	95/2	95/2	0.5	5/8	5/8	Chord	9/8	1	1	1/8	1/8	1	185													
11	11	48	48	0.75	3/4	3/4	Chord	9/8	1	1	3/16	1/8	3/2	186		articAccentAbove											
11	11	195/4	195/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16	1/16	1	187									62				
11	11	49	49	0.5	1	1	Chord	9/8	1	1	1/8	1/8	1	188													
11	11	45	45	0.75	0	0	Chord	9/8	2	1	3/16	1/8	3/2	189		articAccentAbove											
11	11	183/4	183/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16	1/16	1	190									63				
11	11	46	46	0.5	1/4	1/4	Chord	9/8	2	1	1/8	1/8	1	191													
11	11	93/2	93/2	0.75	3/8	3/8	Chord	9/8	2	1	3/16	1/8	3/2	192		articAccentAbove											
11	11	189/4	189/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16	1/16	1	193									64				
11	11	95/2	95/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	194													
11	11	48	48	0.75	3/4	3/4	Chord	9/8	2	1	3/16	1/8	3/2	195		articAccentAbove											
11	11	195/4	195/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16	1/16	1	196									65				
11	11	49	49	0.5	1	1	Chord	9/8	2	1	1/8	1/8	1	197													
12	12	99/2	99/2	0.0	0	0	Spanner	9/8	1	1	0														4		
12	12	99/2	99/2	0.75	0	0	Chord	9/8	1	1	3/16	1/8	3/2	198		articAccentAbove									4		
12	12	201/4	201/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16	1/16	1	199									66		4		
12	12	101/2	101/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	200											4		
12	12	51	51	0.0	3/8	3/8	Spanner	9/8	1	1	0																
12	12	51	51	0.75	3/8	3/8	Chord	9/8	1	1	3/16	1/8	3/2	201		articAccentAbove											
12	12	207/4	207/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16	1/16	1	202									67				
12	12	52	52	0.5	5/8	5/8	Chord	9/8	1	1	1/8	1/8	1	203													
12	12	105/2	105/2	0.75	3/4	3/4	Chord	9/8	1	1	3/16	1/8	3/2	204		articAccentAbove											
12	12	213/4	213/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16	1/16	1	205									68				
12	12	107/2	107/2	0.5	1	1	Chord	9/8	1	1	1/8	1/8	1	206													
12	12	99/2	99/2	0.75	0	0	Chord	9/8	2	1	3/16	1/8	3/2	207		articAccentBelow											
12	12	201/4	201/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16	1/16	1	208									69				
12	12	101/2	101/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8	1/8	1	209													
12	12	51	51	0.75	3/8	3/8	Chord	9/8	2	1	3/16	1/8	3/2	210		articAccentAbove											
12	12	207/4	207/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16	1/16	1	211									70				
12	12	52	52	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	212													
12	12	105/2	105/2	0.75	3/4	3/4	Chord	9/8	2	1	3/16	1/8	3/2	213		articAccentBelow											
12	12	213/4	213/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16	1/16	1	214									71				
12	12	107/2	107/2	0.5	1	1	Chord	9/8	2	1	1/8	1/8	1	215													
13	13	54	54	0.0	0	0	Spanner	9/8	1	1	0														5		
13	13	54	54	0.75	0	0	Chord	9/8	1	1	3/16	1/8	3/2	216		articAccentAbove									5		
13	13	219/4	219/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16	1/16	1	217											5		
13	13	55	55	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	218											5		
13	13	111/2	111/2	0.75	3/8	3/8	Chord	9/8	1	1	3/16	1/8	3/2	219		articAccentAbove									5		
13	13	225/4	225/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16	1/16	1	220											5		
13	13	113/2	113/2	0.5	5/8	5/8	Chord	9/8	1	1	1/8	1/8	1	221											5		
13	13	57	57	0.75	3/4	3/4	Chord	9/8	1	1	3/16	1/8	3/2	222											5		
13	13	231/4	231/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16	1/16	1	223											5		
13	13	58	58	0.5	1	1	Chord	9/8	1	1	1/8	1/8	1	224											5		
13	13	54	54	0.75	0	0	Chord	9/8	2	1	3/16	1/8	3/2	225		articAccentAbove											
13	13	219/4	219/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16	1/16	1	226													
13	13	55	55	0.5	1/4	1/4	Chord	9/8	2	1	1/8	1/8	1	227													
13	13	111/2	111/2	0.75	3/8	3/8	Chord	9/8	2	1	3/16	1/8	3/2	228		articAccentBelow											
13	13	225/4	225/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16	1/16	1	229													
13	13	113/2	113/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	230													
13	13	57	57	0.75	3/4	3/4	Chord	9/8	2	1	3/16	1/8	3/2	231		articAccentBelow											
13	13	231/4	231/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16	1/16	1	232													
13	13	58	58	0.5	1	1	Chord	9/8	2	1	1/8	1/8	1	233													
14	14	117/2	117/2	0.0	0	0	Spanner	9/8	1	1	0																
14	14	117/2	117/2	0.75	0	0	Chord	9/8	1	1	3/16	1/8	3/2	234		articAccentAbove											
14	14	237/4	237/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16	1/16	1	235													
14	14	119/2	119/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	236													
14	14	60	60	0.75	3/8	3/8	Chord	9/8	1	1	3/16	1/8	3/2	237		articAccentAbove											
14	14	243/4	243/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16	1/16	1	238													
14	14	61	61	0.5	5/8	5/8	Chord	9/8	1	1	1/8	1/8	1	239													
14	14	123/2	123/2	0.75	3/4	3/4	Chord	9/8	1	1	3/16	1/8	3/2	240													
14	14	249/4	249/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16	1/16	1	241													
14	14	125/2	125/2	0.5	1	1	Chord	9/8	1	1	1/8	1/8	1	242													
14	14	117/2	117/2	0.75	0	0	Chord	9/8	2	1	3/16	1/8	3/2	243		articAccentAbove											
14	14	237/4	237/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16	1/16	1	244													
14	14	119/2	119/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8	1/8	1	245													
14	14	60	60	0.75	3/8	3/8	Chord	9/8	2	1	3/16	1/8	3/2	246		articAccentAbove											
14	14	243/4	243/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16	1/16	1	247													
14	14	61	61	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	248													
14	14	123/2	123/2	0.75	3/4	3/4	Chord	9/8	2	1	3/16	1/8	3/2	249		articAccentAbove											
14	14	249/4	249/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16	1/16	1	250													
14	14	125/2	125/2	0.5	1	1	Chord	9/8	2	1	1/8	1/8	1	251													
15	15	63	63	0.75	0	0	Chord	9/8	1	1	3/16	1/8	3/2	252		articAccentAbove											
15	15	255/4	255/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16	1/16	1	253									72				
15	15	64	64	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	254		articAccentAbove											
15	15	129/2	129/2	0.75	3/8	3/8	Chord	9/8	1	1	3/16	1/8	3/2	255													
15	15	261/4	261/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16	1/16	1	256									73				
