mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	TextLine	Ottava:8va	crescendo_hairpin	decrescendo_hairpin
15	15	131/2	131/2	0.5	5/8	5/8	Chord	9/8	1	1	1/8	1/8	1	257													
15	15	66	66	0.75	3/4	3/4	Chord	9/8	1	1	3/16	1/8	3/2	258		articAccentAbove											
15	15	267/4	267/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16	1/16	1	259													
15	15	67	67	0.5	1	1	Chord	9/8	1	1	1/8	1/8	1	260													
15	15	63	63	0.75	0	0	Chord	9/8	2	1	3/16	1/8	3/2	261		articAccentBelow											
15	15	255/4	255/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16	1/16	1	262									74				
15	15	64	64	0.5	1/4	1/4	Chord	9/8	2	1	1/8	1/8	1	263		articAccentBelow											
15	15	129/2	129/2	0.75	3/8	3/8	Chord	9/8	2	1	3/16	1/8	3/2	264		articAccentBelow											
15	15	261/4	261/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16	1/16	1	265									75				
15	15	131/2	131/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	266		articAccentBelow											
15	15	66	66	0.75	3/4	3/4	Chord	9/8	2	1	3/16	1/8	3/2	267		articAccentBelow											
15	15	267/4	267/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16	1/16	1	268									76				
15	15	67	67	0.5	1	1	Chord	9/8	2	1	1/8	1/8	1	269		articAccentBelow											
16	16	135/2	135/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	270		articAccentAbove											
16	16	68	68	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	271													
16	16	137/2	137/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	272		articAccentAbove											
16	16	69	69	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	273													
16	16	139/2	139/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	274		articAccentAbove											
16	16	70	70	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	275		articAccentAbove											
16	16	135/2	135/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	276		articAccentAbove											
16	16	68	68	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	277													
16	16	137/2	137/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	278		articAccentAbove											
16	16	69	69	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	279													
16	16	139/2	139/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	280		articAccentAbove											
16	16	70	70	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	281		articAccentBelow											
17	17	141/2	141/2	0.0	0	0	Spanner	9/8	1	1	0														6		
17	17	141/2	141/2	3.0	0	0	Chord	9/8	1	1	3/4	1/2	3/2	282											6		
17	17	291/4	291/4	0.0	9/16	9/16	Spanner	9/8	1	1	0																
17	17	285/4	285/4	0.25	3/16	3/16	Chord	9/8	1	2	1/16	1/16	1	283													
17	17	143/2	143/2	0.5	1/4	1/4	Chord	9/8	1	2	1/8	1/8	1	284													
17	17	72	72	0.75	3/8	3/8	Chord	9/8	1	2	3/16	1/8	3/2	285													
17	17	291/4	291/4	0.25	9/16	9/16	Chord	9/8	1	2	1/16	1/16	1	286													
17	17	73	73	0.5	5/8	5/8	Chord	9/8	1	2	1/8	1/8	1	287													
17	17	147/2	147/2	0.75	3/4	3/4	Chord	9/8	1	2	3/16	1/8	3/2	288													
17	17	297/4	297/4	0.25	15/16	15/16	Chord	9/8	1	2	1/16	1/16	1	289													
17	17	149/2	149/2	0.5	1	1	Chord	9/8	1	2	1/8	1/8	1	290		articAccentAbove											
17	17	141/2	141/2	0.0	0	0	Dynamic	9/8	2	1	0				ff												
17	17	141/2	141/2	3.0	0	0	Chord	9/8	2	1	3/4	1/2	3/2	291													
17	17	285/4	285/4	0.25	3/16	3/16	Chord	9/8	2	2	1/16	1/16	1	292													
17	17	143/2	143/2	0.5	1/4	1/4	Chord	9/8	2	2	1/8	1/8	1	293													
17	17	72	72	0.75	3/8	3/8	Chord	9/8	2	2	3/16	1/8	3/2	294													
17	17	291/4	291/4	0.25	9/16	9/16	Chord	9/8	2	2	1/16	1/16	1	295													
17	17	73	73	0.5	5/8	5/8	Chord	9/8	2	2	1/8	1/8	1	296													
17	17	147/2	147/2	0.75	3/4	3/4	Chord	9/8	2	2	3/16	1/8	3/2	297													
17	17	297/4	297/4	0.25	15/16	15/16	Chord	9/8	2	2	1/16	1/16	1	298													
17	17	149/2	149/2	0.5	1	1	Chord	9/8	2	2	1/8	1/8	1	299		articAccentAbove											
18	18	75	75	0.0	0	0	Spanner	9/8	1	1	0														7		
18	18	75	75	3.0	0	0	Chord	9/8	1	1	3/4	1/2	3/2	300		articAccentAbove									7		
18	18	309/4	309/4	0.0	9/16	9/16	Spanner	9/8	1	1	0																
18	18	303/4	303/4	0.25	3/16	3/16	Chord	9/8	1	2	1/16	1/16	1	301													
18	18	76	76	0.5	1/4	1/4	Chord	9/8	1	2	1/8	1/8	1	302													
18	18	153/2	153/2	0.75	3/8	3/8	Chord	9/8	1	2	3/16	1/8	3/2	303													
18	18	309/4	309/4	0.25	9/16	9/16	Chord	9/8	1	2	1/16	1/16	1	304													
18	18	155/2	155/2	0.5	5/8	5/8	Chord	9/8	1	2	1/8	1/8	1	305													
18	18	78	78	0.75	3/4	3/4	Chord	9/8	1	2	3/16	1/8	3/2	306													
18	18	315/4	315/4	0.25	15/16	15/16	Chord	9/8	1	2	1/16	1/16	1	307													
18	18	79	79	0.5	1	1	Chord	9/8	1	2	1/8	1/8	1	308		articAccentAbove											
18	18	75	75	3.0	0	0	Chord	9/8	2	1	3/4	1/2	3/2	309		articAccentAbove											
18	18	303/4	303/4	0.25	3/16	3/16	Chord	9/8	2	2	1/16	1/16	1	310													
18	18	76	76	0.5	1/4	1/4	Chord	9/8	2	2	1/8	1/8	1	311													
18	18	153/2	153/2	0.75	3/8	3/8	Chord	9/8	2	2	3/16	1/8	3/2	312													
18	18	309/4	309/4	0.25	9/16	9/16	Chord	9/8	2	2	1/16	1/16	1	313													
18	18	155/2	155/2	0.5	5/8	5/8	Chord	9/8	2	2	1/8	1/8	1	314													
18	18	78	78	0.75	3/4	3/4	Chord	9/8	2	2	3/16	1/8	3/2	315													
18	18	315/4	315/4	0.25	15/16	15/16	Chord	9/8	2	2	1/16	1/16	1	316													
18	18	79	79	0.5	1	1	Chord	9/8	2	2	1/8	1/8	1	317		articAccentAbove											
19	19	159/2	159/2	0.0	0	0	Spanner	9/8	1	1	0														8		
19	19	159/2	159/2	3.0	0	0	Chord	9/8	1	1	3/4	1/2	3/2	318		articAccentAbove									8		
19	19	327/4	327/4	0.0	9/16	9/16	Spanner	9/8	1	1	0																
19	19	321/4	321/4	0.25	3/16	3/16	Chord	9/8	1	2	1/16	1/16	1	319													
19	19	161/2	161/2	0.5	1/4	1/4	Chord	9/8	1	2	1/8	1/8	1	320													
19	19	81	81	0.75	3/8	3/8	Chord	9/8	1	2	3/16	1/8	3/2	321													
19	19	327/4	327/4	0.25	9/16	9/16	Chord	9/8	1	2	1/16	1/16	1	322													
19	19	82	82	0.5	5/8	5/8	Chord	9/8	1	2	1/8	1/8	1	323													
19	19	165/2	165/2	0.75	3/4	3/4	Chord	9/8	1	2	3/16	1/8	3/2	324													
19	19	333/4	333/4	0.25	15/16	15/16	Chord	9/8	1	2	1/16	1/16	1	325													
19	19	167/2	167/2	0.5	1	1	Chord	9/8	1	2	1/8	1/8	1	326		articAccentAbove											
19	19	159/2	159/2	3.0	0	0	Chord	9/8	2	1	3/4	1/2	3/2	327		articAccentAbove											
19	19	321/4	321/4	0.25	3/16	3/16	Chord	9/8	2	2	1/16	1/16	1	328													
19	19	161/2	161/2	0.5	1/4	1/4	Chord	9/8	2	2	1/8	1/8	1	329													
19	19	81	81	0.75	3/8	3/8	Chord	9/8	2	2	3/16	1/8	3/2	330													
19	19	327/4	327/4	0.25	9/16	9/16	Chord	9/8	2	2	1/16	1/16	1	331													
19	19	82	82	0.5	5/8	5/8	Chord	9/8	2	2	1/8	1/8	1	332													
19	19	165/2	165/2	0.75	3/4	3/4	Chord	9/8	2	2	3/16	1/8	3/2	333													
19	19	333/4	333/4	0.25	15/16	15/16	Chord	9/8	2	2	1/16	1/16	1	334													
19	19	167/2	167/2	0.5	1	1	Chord	9/8	2	2	1/8	1/8	1	335		articAccentAbove											
20	20	84	84	0.0	0	0	Spanner	9/8	1	1	0														9		
20	20	84	84	3.0	0	0	Chord	9/8	1	1	3/4	1/2	3/2	336		articAccentAbove									9		
20	20	345/4	345/4	0.0	9/16	9/16	Spanner	9/8	1	1	0																
20	20	339/4	339/4	0.25	3/16	3/16	Chord	9/8	1	2	1/16	1/16	1	337													
20	20	85	85	0.5	1/4	1/4	Chord	9/8	1	2	1/8	1/8	1	338													
20	20	171/2	171/2	0.75	3/8	3/8	Chord	9/8	1	2	3/16	1/8	3/2	339													
20	20	345/4	345/4	0.25	9/16	9/16	Chord	9/8	1	2	1/16	1/16	1	340													
20	20	173/2	173/2	0.5	5/8	5/8	Chord	9/8	1	2	1/8	1/8	1	341													
20	20	87	87	0.75	3/4	3/4	Chord	9/8	1	2	3/16	1/8	3/2	342													
20	20	351/4	351/4	0.25	15/16	15/16	Chord	9/8	1	2	1/16	1/16	1	343													
20	20	88	88	0.5	1	1	Chord	9/8	1	2	1/8	1/8	1	344													
20	20	84	84	3.0	0	0	Chord	9/8	2	1	3/4	1/2	3/2	345		articAccentAbove											
20	20	339/4	339/4	0.25	3/16	3/16	Chord	9/8	2	2	1/16	1/16	1	346													
20	20	85	85	0.5	1/4	1/4	Chord	9/8	2	2	1/8	1/8	1	347													
20	20	171/2	171/2	0.75	3/8	3/8	Chord	9/8	2	2	3/16	1/8	3/2	348													
20	20	345/4	345/4	0.25	9/16	9/16	Chord	9/8	2	2	1/16	1/16	1	349													
20	20	173/2	173/2	0.5	5/8	5/8	Chord	9/8	2	2	1/8	1/8	1	350													
20	20	87	87	0.75	3/4	3/4	Chord	9/8	2	2	3/16	1/8	3/2	351													
20	20	351/4	351/4	0.25	15/16	15/16	Chord	9/8	2	2	1/16	1/16	1	352													
20	20	88	88	0.5	1	1	Chord	9/8	2	2	1/8	1/8	1	353													
21	21	177/2	177/2	0.75	0	0	Chord	9/8	1	1	3/16	1/8	3/2	354		articAccentAbove											
21	21	357/4	357/4	0.0	3/16	3/16	Spanner	9/8	1	1	0														10		
21	21	357/4	357/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16	1/16	1	355											10		
21	21	179/2	179/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	356											10		
21	21	90	90	0.5	3/8	3/8	Chord	9/8	1	1	1/8	1/8	1	357											10		
21	21	363/4	363/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16	1/16	1	358											10		
21	21	91	91	0.5	5/8	5/8	Chord	9/8	1	1	1/8	1/8	1	359											10		
21	21	183/2	183/2	0.5	3/4	3/4	Chord	9/8	1	1	1/8	1/8	1	360											10		
21	21	92	92	0.0	7/8	7/8	Spanner	9/8	1	1	0																
21	21	369/4	369/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16	1/16	1	361													
21	21	185/2	185/2	0.5	1	1	Chord	9/8	1	1	1/8	1/8	1	362													
21	21	177/2	177/2	0.75	0	0	Chord	9/8	2	1	3/16	1/8	3/2	363		articAccentBelow											
21	21	357/4	357/4	0.0	3/16	3/16	Dynamic	9/8	2	1	0				ff												
21	21	357/4	357/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16	1/16	1	364													
21	21	179/2	179/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8	1/8	1	365													
21	21	90	90	0.5	3/8	3/8	Chord	9/8	2	1	1/8	1/8	1	366													
21	21	363/4	363/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16	1/16	1	367													
21	21	91	91	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	368													
21	21	183/2	183/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8	1/8	1	369													
21	21	369/4	369/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16	1/16	1	370													
21	21	185/2	185/2	0.5	1	1	Chord	9/8	2	1	1/8	1/8	1	371													
22	22	93	93	0.5	0	0	Chord	9/8	1	1	1/8	1/8	1	372													
22	22	375/4	375/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16	1/16	1	373													
22	22	94	94	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	374													
22	22	189/2	189/2	0.5	3/8	3/8	Chord	9/8	1	1	1/8	1/8	1	375													
22	22	381/4	381/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16	1/16	1	376													
22	22	191/2	191/2	0.5	5/8	5/8	Chord	9/8	1	1	1/8	1/8	1	377													
22	22	96	96	0.5	3/4	3/4	Chord	9/8	1	1	1/8	1/8	1	378													
22	22	387/4	387/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16	1/16	1	379													
22	22	97	97	0.5	1	1	Chord	9/8	1	1	1/8	1/8	1	380													
22	22	93	93	0.5	0	0	Chord	9/8	2	1	1/8	1/8	1	381													
22	22	375/4	375/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16	1/16	1	382													
22	22	94	94	0.5	1/4	1/4	Chord	9/8	2	1	1/8	1/8	1	383													
22	22	189/2	189/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8	1/8	1	384													
22	22	381/4	381/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16	1/16	1	385													
22	22	191/2	191/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	386													
22	22	96	96	0.5	3/4	3/4	Chord	9/8	2	1	1/8	1/8	1	387													
22	22	387/4	387/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16	1/16	1	388													
22	22	97	97	0.5	1	1	Chord	9/8	2	1	1/8	1/8	1	389													
23	23	195/2	195/2	0.5	0	0	Chord	9/8	1	1	1/8	1/8	1	390		articAccentAbove											
23	23	393/4	393/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16	1/16	1	391									77				
23	23	197/2	197/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	392		articAccentAbove											
23	23	99	99	0.5	3/8	3/8	Chord	9/8	1	1	1/8	1/8	1	393													
23	23	399/4	399/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16	1/16	1	394									78				
23	23	100	100	0.5	5/8	5/8	Chord	9/8	1	1	1/8	1/8	1	395		articAccentAbove											
23	23	201/2	201/2	0.5	3/4	3/4	Chord	9/8	1	1	1/8	1/8	1	396													
23	23	405/4	405/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16	1/16	1	397									79				
23	23	203/2	203/2	0.5	1	1	Chord	9/8	1	1	1/8	1/8	1	398		articAccentAbove											
23	23	195/2	195/2	0.0	0	0	StaffText	9/8	2	1	0						sempre fortissimo										
23	23	195/2	195/2	0.5	0	0	Chord	9/8	2	1	1/8	1/8	1	399													
23	23	197/2	197/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8	1/8	1	400		articAccentAbove											
23	23	99	99	0.5	3/8	3/8	Chord	9/8	2	1	1/8	1/8	1	401													
23	23	100	100	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	402		articAccentAbove											
23	23	201/2	201/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8	1/8	1	403													
23	23	203/2	203/2	0.5	1	1	Chord	9/8	2	1	1/8	1/8	1	404		articAccentAbove											
24	24	102	102	0.25	0	0	Chord	9/8	1	1	1/16	1/16	1	405									80				
24	24	409/4	409/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16	1/16	1	406									80				
24	24	205/2	205/2	0.5	1/8	1/8	Chord	9/8	1	1	1/8	1/8	1	407		articAccentAbove											
24	24	103	103	0.25	1/4	1/4	Chord	9/8	1	1	1/16	1/16	1	408									81				
24	24	413/4	413/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16	1/16	1	409									81				
24	24	207/2	207/2	0.5	3/8	3/8	Chord	9/8	1	1	1/8	1/8	1	410		articAccentAbove											
24	24	104	104	0.25	1/2	1/2	Chord	9/8	1	1	1/16	1/16	1	411									82				
24	24	417/4	417/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16	1/16	1	412									82				
24	24	209/2	209/2	0.5	5/8	5/8	Chord	9/8	1	1	1/8	1/8	1	413													
24	24	105	105	0.5	3/4	3/4	Chord	9/8	1	1	1/8	1/8	1	414		articAccentAbove											
24	24	211/2	211/2	1.0	7/8	7/8	Chord	9/8	1	1	1/4	1/4	1	415		articAccentAbove											
24	24	102	102	0.5	0	0	Chord	9/8	2	1	1/8	1/8	1	416													
24	24	205/2	205/2	0.5	1/8	1/8	Chord	9/8	2	1	1/8	1/8	1	417		articAccentAbove											
24	24	103	103	0.5	1/4	1/4	Chord	9/8	2	1	1/8	1/8	1	418													
24	24	207/2	207/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8	1/8	1	419		articAccentAbove											
24	24	104	104	0.5	1/2	1/2	Chord	9/8	2	1	1/8	1/8	1	420													
24	24	209/2	209/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	421		articAccentAbove											
24	24	105	105	0.5	3/4	3/4	Chord	9/8	2	1	1/8	1/8	1	422		articAccentAbove											
24	24	211/2	211/2	1.0	7/8	7/8	Chord	9/8	2	1	1/4	1/4	1	423		articAccentAbove											
25	25	213/2	213/2	0.0	0	0	Dynamic	9/8	1	1	0				ff												
25	25	213/2	213/2	0.75	0	0	Chord	9/8	2	1	3/16	1/8	3/2	424													
25	25	429/4	429/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16	1/16	1	425													
25	25	215/2	215/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8	1/8	1	426													
25	25	108	108	0.75	3/8	3/8	Chord	9/8	2	1	3/16	1/8	3/2	427													
25	25	435/4	435/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16	1/16	1	428													
25	25	109	109	0.5	5/8	5/8	Chord	9/8	2	1	1/8	1/8	1	429													
25	25	219/2	219/2	0.75	3/4	3/4	Chord	9/8	2	1	3/16	1/8	3/2	430													
25	25	441/4	441/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16	1/16	1	431													
25	25	221/2	221/2	0.5	1	1	Chord	9/8	2	1	1/8	1/8	1	432													
26	26	111	111	0.0	0	0	StaffText	6/8	2	1	0						dim.										
26	26	111	111	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	433		articTenutoAbove											
26	26	223/2	223/2	0.0	1/8	1/8	StaffText	6/8	2	1	0						rit.- - - - - - - - - - - -										
26	26	223/2	223/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4	1/4	1	434		articTenutoAbove											
26	26	225/2	225/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	435		articTenutoAbove											
26	26	227/2	227/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	436		articTenutoAbove											
27	27	114	114	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	437													
27	27	115	115	2.0	1/4	1/4	Chord	6/8	2	1	1/2	1/2	1	438													
28	28	117	117	0.0	0	0	StaffText	4/4	1	1	0						"<font size=""14""/>Coda
"										
28	28	117	117	0.0	0	0	StaffText	4/4	1	1	0						Andante										
28	28	117	117	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	439									83				
28	28	237/2	237/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	440									83				
28	28	119	119	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	441									83				
28	28	239/2	239/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	442									83				
28	28	120	120	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	443									83				
28	28	241/2	241/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	444									83				
28	28	117	117	0.0	0	0	Dynamic	4/4	2	1	0				mf												
28	28	117	117	0.3333333333333333	0	0	Chord	4/4	2	1	1/12	1/8	2/3	445													
28	28	352/3	352/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	446									84				
28	28	353/3	353/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	447									84				
28	28	118	118	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	448									84				
28	28	355/3	355/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	449									84				
28	28	356/3	356/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	450									84				
28	28	119	119	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12	1/8	2/3	451									84				
28	28	358/3	358/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12	1/8	2/3	452									84				
28	28	359/3	359/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12	1/8	2/3	453									84				
28	28	120	120	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12	1/8	2/3	454									84				
28	28	361/3	361/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12	1/8	2/3	455													
28	28	362/3	362/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12	1/8	2/3	456													
29	29	121	121	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	457													
29	29	245/2	245/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	458									85				
29	29	123	123	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12	1/8	2/3	459									85				
29	29	370/3	370/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12	1/8	2/3	460									85				
29	29	371/3	371/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12	1/8	2/3	461									85				
29	29	124	124	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	462		articTenutoAbove							85				
29	29	497/4	497/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	463		articTenutoAbove							85				
29	29	249/2	249/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	464		articTenutoAbove							85				
29	29	499/4	499/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	465		articTenutoAbove							85				
29	29	121	121	0.3333333333333333	0	0	Chord	4/4	2	1	1/12	1/8	2/3	466													
29	29	364/3	364/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	467									86				
29	29	365/3	365/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	468									86				
29	29	122	122	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	469									86				
29	29	367/3	367/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	470									86				
29	29	368/3	368/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	471									86				
29	29	123	123	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12	1/8	2/3	472									86				
29	29	370/3	370/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12	1/8	2/3	473									86				
29	29	371/3	371/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12	1/8	2/3	474									86				
29	29	124	124	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12	1/8	2/3	475									86				
29	29	373/3	373/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12	1/8	2/3	476													
29	29	374/3	374/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12	1/8	2/3	477													
30	30	125	125	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	478													
30	30	253/2	253/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	479									87				
30	30	127	127	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12	1/8	2/3	480									87				
30	30	382/3	382/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12	1/8	2/3	481									87				
30	30	383/3	383/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12	1/8	2/3	482									87				
30	30	128	128	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	483		articTenutoAbove							87				
30	30	513/4	513/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	484		articTenutoAbove							87				
30	30	257/2	257/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	485		articTenutoAbove							87				
30	30	515/4	515/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	486		articTenutoAbove							87				
30	30	125	125	0.3333333333333333	0	0	Chord	4/4	2	1	1/12	1/8	2/3	487													
30	30	376/3	376/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	488									88				
30	30	377/3	377/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	489									88				
30	30	126	126	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	490									88				
30	30	379/3	379/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	491									88				
30	30	380/3	380/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	492									88				
30	30	127	127	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12	1/8	2/3	493									88				
30	30	382/3	382/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12	1/8	2/3	494									88				
30	30	383/3	383/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12	1/8	2/3	495									88				
30	30	128	128	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12	1/8	2/3	496									88				
30	30	385/3	385/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12	1/8	2/3	497													
30	30	386/3	386/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12	1/8	2/3	498													
31	31	129	129	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	499													
31	31	130	130	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	500													
31	31	521/4	521/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	501		articTenutoAbove							89				
31	31	261/2	261/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	502		articTenutoAbove							89				
31	31	523/4	523/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	503		articTenutoAbove							89				
31	31	131	131	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	504		articTenutoAbove											
31	31	132	132	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	505													
31	31	529/4	529/4	0.0	13/16	13/16	Spanner	4/4	1	1	0														11		
31	31	529/4	529/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	506		articTenutoAbove							90		11		
31	31	265/2	265/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	507		articTenutoAbove							90		11		
31	31	531/4	531/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	508		articTenutoAbove							90		11		
31	31	129	129	0.3333333333333333	0	0	Chord	4/4	2	1	1/12	1/8	2/3	509													
31	31	388/3	388/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	510													
31	31	389/3	389/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	511													
