mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	2	1	d.i{	d	i		i		i						{	m	1	1	2, -1, 3		2	2	0	36	0.0	0.0	4.125	0.0
2	2	7/8	7/8	4/4	2	1	v	d	i		v		v							m	1	1	3, 0, 4		3	3	0	20	0.0	0.0	2.875	0.0
4	4	0	0	2/4	2	1	v(+#6)	d	i		v(+#6)		v			+#6				m	1	1	3, 0, 4	6	3	3	0	7	0.0	0.0	1.0	0.0
4	4	3/8	3/8	2/4	2	1	iv/iv{	d	i		iv/iv		iv				iv		{	m	1	1	0, -3, 1		0	0	2	29	0.06451612903225806	0.25	3.5	0.06666666666666667
6	6	1/2	1/2	4/4	2	1	iv(#11)/iv	d	i		iv(#11)/iv		iv			#11	iv			m	1	1	0, -3, 1	6	0	0	3	7	0.3	0.2916666666666667	0.625	0.3181818181818182
6	6	7/8	7/8	4/4	2	1	iv	d	i		iv		iv							m	1	1	1, -2, 2		1	1	1	19	0.05	0.08333333333333333	2.75	0.02941176470588235
8	8	0	0	2/4	2	1	iv(#11)	d	i		iv(#11)		iv			#11				m	1	1	1, -2, 2	7	1	1	1	8	0.1111111111111111	0.125	0.75	0.14285714285714285
8	8	3/8	3/8	2/4	2	1	VI(13)	d	i		VI(13)		VI			13				M	1	1	-2, 2, -1	1	-2	-2	1	19	0.05	0.125	2.75	0.043478260869565216
10	10	0	0	2/4	2	1	Ger65	d	i		Ger65	Ger	vii	o	65	b3	V			Ger	1	1	-2, 2, -1, 8		8	-2	1	7	0.125	0.25	0.75	0.25
10	10	3/8	3/8	2/4	2	1	V	d	i		V		V							M	1	1	3, 7, 4		3	3	0	11	0.0	0.0	2.5	0.0
11	11	1/2	1/2	6/4	2	1	V(6)	d	i		V(6)		V			6				M	1	1	3, 7, -1		3	3	0	8	0.0	0.0	0.75	0.0
11	11	1	1	6/4	2	1	VM7(6)	d	i		VM7(6)		V	M	7	6				MM7	1	1	3, 7, -1, 8		3	3	0	6	0.0	0.0	0.5	0.0
11	11	11/8	11/8	6/4	2	1	i|IAC	d	i		i		i					IAC		m	1	1	2, -1, 3		2	2	0	26	0.0	0.0	3.125	0.0
12	12	11/8	11/8	6/4	2	1	#iii	d	i		#iii		#iii							m	1	1	6, 3, 7		6	6	1	11	0.08333333333333333	0.125	2.5	0.047619047619047616
13	13	1/2	1/2	6/4	2	1	#iii(+#6)	d	i		#iii(+#6)		#iii			+#6				m	1	1	6, 3, 7	9	6	6	0	8	0.0	0.0	0.75	0.0
13	13	1	1	6/4	2	1	ii6(+13)	d	i		ii6(+13)		ii		6	+13				m	1	1	1, 5, 4	0	4	1	1	5	0.16666666666666666	0.041666666666666664	0.4583333333333333	0.08333333333333333
13	13	11/8	11/8	6/4	2	1	bV	d	i		bV		bV							M	1	1	-4, 0, -3		-4	-4	0	10	0.0	0.0	1.0	0.0
14	14	1/2	1/2	6/4	2	1	bV(13)	d	i		bV(13)		bV			13				M	1	1	-4, 0, -3	-1	-4	-4	0	9	0.0	0.0	1.5	0.0
14	14	1	1	6/4	2	1	Ger65/iv/iv	d	i		Ger65/iv/iv	Ger	vii	o	65	b3	V/iv/iv			Ger	1	1	-4, 0, -3, 6		6	-4	0	7	0.0	0.0	0.625	0.0
14	14	11/8	11/8	6/4	2	1	ii	d	i		ii		ii							m	1	1	4, 1, 5		4	4	1	19	0.05	0.125	3.25	0.037037037037037035
15	15	1	1	6/4	2	1	ii(#13)	d	i		ii(#13)		ii			#13				m	1	1	4, 1, 5	7	4	4	0	6	0.0	0.0	0.5	0.0
15	15	11/8	11/8	6/4	2	1	iv	d	i		iv		iv							m	1	1	1, -2, 2		1	1	0	11	0.0	0.0	1.5	0.0
16	16	1/2	1/2	4/4	2	1	V7(b10)	d	i		V7(b10)		V		7	b10				Mm7	1	1	3, 7, 4, 1	0	3	3	0	9	0.0	0.0	1.0	0.0
17	17	0	0	4/4	2	1	viM7	d	i		viM7		vi	M	7					mM7	1	1	-2, -5, -1, 3		-2	-2	0	10	0.0	0.0	1.25	0.0
17	17	1/2	1/2	4/4	2	1	IV65	d	i		IV65		IV		65					Mm7	1	1	5, 2, -1, 1		1	5	0	7	0.0	0.0	0.875	0.0
17	17	7/8	7/8	4/4	2	1	i	d	i		i		i							m	1	1	2, -1, 3		2	2	0	13	0.0	0.0	1.875	0.0
18	18	1/2	1/2	4/4	2	1	vii	d	i		vii		vii							m	1	1	0, -3, 1		0	0	0	9	0.0	0.0	1.0	0.0
19	19	0	0	4/4	2	1	VI	d	i		VI		VI							M	1	1	-2, 2, -1		-2	-2	0	9	0.0	0.0	1.75	0.0
19	19	1/2	1/2	4/4	2	1	V(4)	d	i		V(4)		V			4				M	1	1	3, 2, 4		3	3	0	8	0.0	0.0	0.75	0.0
20	20	0	0	4/4	2	1	iv7|DC}{	d	i		iv7		iv		7			DC	}{	mm7	1	1	1, -2, 2, -1		1	1	6	46	0.11538461538461539	0.1875	4.0625	0.04411764705882353
