mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	2	1	d.i{	d	i		i		i						{	m	1	1	2, -1, 3		2	2	8	16	0.3333333333333333	0.625	1.625	0.2777777777777778
1	1	11/16	11/16	3/4	2	1	Fr43	d	i		Fr43	Fr	V		43	b5	V			Fr	1	1	-2, 2, 4, 8		4	-2	0	3	0.0	0.0	0.1875	0.0
2	2	0	0	3/4	2	1	V7	d	i		V7		V		7					Mm7	1	1	3, 7, 4, 1		3	3	8	19	0.2962962962962963	0.5625	1.875	0.23076923076923078
3	3	0	0	3/4	2	1	i	d	i		i		i							m	1	1	2, -1, 3		2	2	9	15	0.375	0.6875	1.5625	0.3055555555555556
3	3	11/16	11/16	3/4	2	1	viio7/V/III	d	i		viio7/V/III		vii	o	7		V/III			o7	1	1	5, 2, -1, -4		5	5	0	3	0.0	0.0	0.1875	0.0
4	4	0	0	3/4	2	1	V7/III	d	i		V7/III		V		7		III			Mm7	1	1	0, 4, 1, -2		0	0	10	17	0.37037037037037035	0.6875	1.75	0.28205128205128205
5	5	0	0	3/4	2	1	I/III	d	i		I/III		I				III			M	1	1	-1, 3, 0		-1	-1	11	16	0.4074074074074074	0.75	1.6875	0.3076923076923077
6	6	0	0	3/4	2	1	V7/III	d	i		V7/III		V		7		III			Mm7	1	1	0, 4, 1, -2		0	0	8	16	0.3333333333333333	0.5	1.75	0.2222222222222222
6	6	11/16	11/16	3/4	2	1	#viio7(4)	d	i		#viio7(4)		#vii	o	7	4				o7	1	1	7, -1, 1, -2		7	7	0	3	0.0	0.0	0.1875	0.0
7	7	0	0	3/4	2	1	i	d	i		i		i							m	1	1	2, -1, 3		2	2	10	14	0.4166666666666667	0.8125	1.4375	0.3611111111111111
7	7	11/16	11/16	3/4	2	1	ii%43	d	i		ii%43		ii	%	43					%7	1	1	-2, 2, 4, 1		4	-2	0	3	0.0	0.0	0.1875	0.0
8	8	0	0	3/4	2	2	V7|HC}	d	i		V7		V		7			HC	}	Mm7	1	1	3, 7, 4, 1		3	3	11	11	0.5	0.75	2.25	0.25
9	9	0	0	3/4	2	1	i{	d	i		i		i						{	m	1	1	2, -1, 3		2	2	10	16	0.38461538461538464	0.875	1.5	0.3684210526315789
9	9	11/16	11/16	3/4	2	1	Fr43	d	i		Fr43	Fr	V		43	b5	V			Fr	1	1	-2, 2, 4, 8		4	-2	0	2	0.0	0.0	0.125	0.0
10	10	0	0	3/4	2	1	V7	d	i		V7		V		7					Mm7	1	1	3, 7, 4, 1		3	3	11	19	0.36666666666666664	0.875	1.75	0.3333333333333333
11	11	0	0	3/4	2	1	i	d	i		i		i							m	1	1	2, -1, 3		2	2	12	16	0.42857142857142855	0.9375	1.5625	0.375
11	11	11/16	11/16	3/4	2	1	viio7/V/III	d	i		viio7/V/III		vii	o	7		V/III			o7	1	1	5, 2, -1, -4		5	5	0	2	0.0	0.0	0.125	0.0
12	12	0	0	3/4	2	1	V7/III	d	i		V7/III		V		7		III			Mm7	1	1	0, 4, 1, -2		0	0	14	16	0.4666666666666667	1.0625	1.5625	0.40476190476190477
13	13	0	0	3/4	2	1	I/III	d	i		I/III		I				III			M	1	1	-1, 3, 0		-1	-1	15	15	0.5	1.0625	1.5625	0.40476190476190477
14	14	0	0	3/4	2	1	V7/III	d	i		V7/III		V		7		III			Mm7	1	1	0, 4, 1, -2		0	0	12	16	0.42857142857142855	0.8125	1.6875	0.325
14	14	11/16	11/16	3/4	2	1	viio7(4)	d	i		viio7(4)		vii	o	7	4				o7	1	1	0, -1, -6, -9		0	0	1	1	0.5	0.0625	0.0625	0.5
15	15	0	0	3/4	2	1	i	d	i		i		i							m	1	1	2, -1, 3		2	2	11	9	0.55	0.875	0.875	0.5
15	15	1/2	1/2	3/4	2	1	V7	d	i		V7		V		7					Mm7	1	1	3, 7, 4, 1		3	3	4	6	0.4	0.25	0.625	0.2857142857142857
16	16	0	0	3/4	2	2	i|PAC}	d	i		i		i					PAC	}	m	1	1	2, -1, 3		2	2	10	11	0.47619047619047616	0.6875	2.4375	0.22
