mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
7	7	1/2	1/2	3/4	2	2	V7/#vi|HC}		d	i		V7/#vi		V		7		#vi	HC	}	Mm7	1	1	6, 10, 7, 4		6	6	0	3	0.0	0.0	0.75	0.0
8	8	0	0	3/4	2	1	i{		d	i		i		i						{	m	1	1	2, -1, 3		2	2	2	5	0.2857142857142857	0.08333333333333333	0.7916666666666666	0.09523809523809523
8	8	1/4	1/4	3/4	2	1	IV7(9)		d	i		IV7(9)		IV		7	9				Mm7	1	1	1, 5, 2, -1	3	1	1	3	5	0.375	0.75	0.875	0.46153846153846156
8	8	1/2	1/2	3/4	2	1	V+6/V		d	i		V+6/V		V	+	6		V			+	1	1	8, 12, 4		4	8	3	2	0.6	0.375	0.5	0.42857142857142855
9	9	0	0	3/4	2	1	V+		d	i		V+		V	+						+	1	1	3, 7, 11		3	3	7	4	0.6363636363636364	0.8125	0.5	0.6190476190476191
9	9	1/4	1/4	3/4	2	1	IVM7		d	i		IVM7		IV	M	7					MM7	1	1	1, 5, 2, 6		1	1	1	5	0.16666666666666666	0.1875	1.125	0.14285714285714285
9	9	1/2	1/2	3/4	2	1	VM7/III		d	i		VM7/III		V	M	7		III			MM7	1	1	0, 4, 1, 5		0	0	1	5	0.16666666666666666	0.0625	0.875	0.06666666666666667
10	10	0	0	3/4	2	1	i/III		d	i		i/III		i				III			m	1	1	-1, -4, 0		-1	-1	2	5	0.2857142857142857	0.08333333333333333	0.7916666666666666	0.09523809523809523
10	10	1/4	1/4	3/4	2	1	IV7(9)/III		d	i		IV7(9)/III		IV		7	9	III			Mm7	1	1	-2, 2, -1, -4	0	-2	-2	2	6	0.25	0.5	1.125	0.3076923076923077
10	10	1/2	1/2	3/4	2	1	biii6/III		d	i		biii6/III		biii		6		III			m	1	1	-7, -3, -4		-4	-7	5	0	1.0	0.875	0.0	1.0
11	11	0	0	3/4	2	1	V7/III		d	i		V7/III		V		7		III			Mm7	1	1	0, 4, 1, -2		0	0	3	6	0.3333333333333333	0.5625	0.9375	0.375
11	11	1/4	1/4	3/4	2	1	viio65/V/III		d	i		viio65/V/III		vii	o	65		V/III			o7	1	1	2, -1, -4, 5		5	2	5	3	0.625	0.75	0.375	0.6666666666666666
11	11	1/2	1/2	3/4	2	1	viio7/III		d	i		viio7/III		vii	o	7		III			o7	1	1	4, 1, -2, -5		4	4	3	3	0.5	0.3125	0.625	0.3333333333333333
12	12	0	0	3/4	2	1	I/bV		d	i		I/bV		I				bV			M	1	1	-4, 0, -3		-4	-4	2	5	0.2857142857142857	0.08333333333333333	0.7916666666666666	0.09523809523809523
12	12	1/4	1/4	3/4	2	1	bIII64/bV		d	i		bIII64/bV		bIII		64		bV			M	1	1	-6, -7, -3		-7	-6	3	5	0.375	0.5	1.125	0.3076923076923077
12	12	1/2	1/2	3/4	2	1	iv		d	i		iv		iv							m	1	1	1, -2, 2		1	1	0	5	0.0	0.0	0.875	0.0
13	13	0	0	3/4	2	1	IM7		d	i		IM7		I	M	7					MM7	1	1	2, 6, 3, 7		2	2	6	6	0.5	0.3958333333333333	0.6666666666666666	0.37254901960784315
13	13	1/4	1/4	3/4	2	1	#IV2		d	i		#IV2		#IV		2					Mm7	1	1	6, 8, 12, 9		8	6	4	4	0.5	0.75	0.875	0.46153846153846156
13	13	1/2	1/2	3/4	2	1	III64		d	i		III64		III		64					M	1	1	0, -1, 3		-1	0	0	4	0.0	0.0	0.625	0.0
14	14	0	0	3/4	2	1	II		d	i		II		II							M	1	1	4, 8, 5		4	4	5	5	0.5	0.4583333333333333	0.7916666666666666	0.36666666666666664
14	14	1/4	1/4	3/4	2	1	iv6		d	i		iv6		iv		6					m	1	1	-2, 2, 1		1	-2	3	5	0.375	0.375	1.25	0.23076923076923078
14	14	1/2	1/2	3/4	2	1	viio7/iv		d	i		viio7/iv		vii	o	7		iv			o7	1	1	-1, -4, -7, -10		-1	-1	9	0	1.0	0.6875	0.0	1.0
15	15	0	0	3/4	2	1	bI64		d	i		bI64		bI		64					M	1	1	-4, -5, -1		-5	-4	3	5	0.375	0.375	1.25	0.23076923076923078
15	15	1/4	1/4	3/4	2	2	V7(4)		d	i		V7(4)		V		7	4				Mm7	1	1	3, 2, 4, 1		3	3	0	6	0.0	0.0	1.375	0.0
15	15	1/2	1/2	3/4	2	2	i|PAC}		d	i		i		i					PAC	}	m	1	1	2, -1, 3		2	2	0	3	0.0	0.0	0.625	0.0
