mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	2	1	d.i{	d	i		i		i						{	m	1	1	2, -1, 3		2	2	0	5	0.0	0.0	0.875	0.0
1	1	1/4	1/4	3/4	2	1	III7(9)	d	i		III7(9)		III		7	9				Mm7	1	1	-1, 3, 0, -3	1	-1	-1	0	5	0.0	0.0	0.875	0.0
1	1	1/2	1/2	3/4	2	1	V2/V	d	i		V2/V		V		2		V			Mm7	1	1	2, 4, 8, 5		4	2	0	5	0.0	0.0	0.875	0.0
2	2	0	0	3/4	2	1	i	d	i		i		i							m	1	1	2, -1, 3		2	2	0	5	0.0	0.0	0.875	0.0
2	2	1/4	1/4	3/4	2	1	V6(#2)	d	i		V6(#2)		V		6	#2				M	1	1	5, 4, 3		3	5	2	0	1.0	0.25	0.0	1.0
2	2	3/8	3/8	3/4	2	1	V6	d	i		V6		V		6					M	1	1	7, 4, 3		3	7	0	5	0.0	0.0	0.625	0.0
2	2	1/2	1/2	3/4	2	1	#viio2	d	i		#viio2		#vii	o	2					o7	1	1	-2, 7, 4, 1		7	-2	0	5	0.0	0.0	0.875	0.0
3	3	0	0	3/4	2	1	iv6(2)	d	i		iv6(2)		iv		6	2				m	1	1	-2, 2, 3		1	-2	0	2	0.0	0.0	0.25	0.0
3	3	1/8	1/8	3/4	2	1	iv6	d	i		iv6		iv		6					m	1	1	-2, 2, 1		1	-2	0	5	0.0	0.0	0.625	0.0
3	3	1/4	1/4	3/4	2	1	#viio43	d	i		#viio43		#vii	o	43					o7	1	1	1, -2, 7, 4		7	1	0	5	0.0	0.0	0.875	0.0
3	3	1/2	1/2	3/4	2	1	V7/V	d	i		V7/V		V		7		V			Mm7	1	1	4, 8, 5, 2		4	4	0	5	0.0	0.0	0.875	0.0
4	4	0	0	3/4	2	1	V(64)	d	i		V(64)		V			64				M	1	1	3, 2, -1		3	3	0	5	0.0	0.0	0.875	0.0
4	4	1/4	1/4	3/4	2	1	VI+64	d	i		VI+64		VI	+	64					+	1	1	6, -2, 2		-2	6	0	3	0.0	0.0	0.375	0.0
4	4	1/2	1/2	3/4	2	1	i	d	i		i		i							m	1	1	2, -1, 3		2	2	0	2	0.0	0.0	0.5	0.0
5	5	0	0	3/4	2	2	V7(^#4)/III	d	i		V7(^#4)/III		V		7	^#4	III			Mm7	1	1	0, 4, 6, -2		0	0	0	4	0.0	0.0	1.5	0.0
5	5	1/4	1/4	3/4	2	2	#IVM43	d	i		#IVM43		#IV	M	43					MM7	1	1	9, 13, 8, 12		8	9	2	0	1.0	0.25	0.0	1.0
5	5	1/2	1/2	3/4	2	2	iv	d	i		iv		iv							m	1	1	1, -2, 2		1	1	0	1	0.0	0.0	0.25	0.0
6	6	0	0	3/4	2	1	i}{	d	i		i		i						}{	m	1	1	2, -1, 3		2	2	0	6	0.0	0.0	1.0	0.0
6	6	1/4	1/4	3/4	2	1	iv2	d	i		iv2		iv		2					mm7	1	1	-1, 1, -2, 2		1	-1	0	6	0.0	0.0	1.0	0.0
6	6	1/2	1/2	3/4	2	1	viio43/V	d	i		viio43/V		vii	o	43		V			o7	1	1	2, -1, 8, 5		8	2	0	7	0.0	0.0	1.125	0.0
7	7	0	0	3/4	2	1	i6	d	i		i6		i		6					m	1	1	-1, 3, 2		2	-1	0	5	0.0	0.0	0.875	0.0
7	7	1/4	1/4	3/4	2	1	i65(2)	d	i		i65(2)		i		65	2				mm7	1	1	-1, 3, 0, 4		2	-1	0	2	0.0	0.0	0.25	0.0
7	7	3/8	3/8	3/4	2	1	i65(^#4)	d	i		i65(^#4)		i		65	^#4				mm7	1	1	-1, 8, 0, 2		2	-1	0	6	0.0	0.0	0.75	0.0
7	7	1/2	1/2	3/4	2	1	i7	d	i		i7		i		7					mm7	1	1	2, -1, 3, 0		2	2	0	6	0.0	0.0	1.0	0.0
8	8	0	0	3/4	2	1	III.iv6(2)	d	III		iv6(2)		iv		6	2				m	1	0	-5, -1, 0		-2	-5	0	2	0.0	0.0	0.25	0.0
8	8	1/8	1/8	3/4	2	1	iv6	d	III		iv6		iv		6					m	1	0	-5, -1, -2		-2	-5	0	5	0.0	0.0	0.625	0.0
8	8	1/4	1/4	3/4	2	1	viio43	d	III		viio43		vii	o	43					o7	1	0	-2, -5, 4, 1		4	-2	0	5	0.0	0.0	0.875	0.0
8	8	1/2	1/2	3/4	2	1	V7/V	d	III		V7/V		V		7		V			Mm7	1	0	1, 5, 2, -1		1	1	1	4	0.2	0.125	0.75	0.14285714285714285
9	9	0	0	3/4	2	1	V(964)	d	III		V(964)		V			964				M	1	0	0, -1, 3	2	0	0	0	5	0.0	0.0	0.875	0.0
9	9	1/4	1/4	3/4	2	1	V7(9b5)	d	III		V7(9b5)		V		7	9b5				Mm7	1	0	0, 4, -6, -2	2	0	0	0	3	0.0	0.0	0.375	0.0
9	9	1/2	1/2	3/4	2	1	vi	d	III		vi		vi							m	1	0	2, -1, 3		2	2	0	2	0.0	0.0	0.5	0.0
10	10	0	0	3/4	2	2	V(b8)/ii	d	III		V(b8)/ii		V			b8	ii			M	1	0	2, 6, 3		2	2	1	3	0.25	0.75	0.75	0.5
10	10	1/4	1/4	3/4	2	2	V7(^#4)/bIII	d	III		V7(^#4)/bIII		V		7	^#4	bIII			Mm7	1	0	-3, 1, 3, -5		-3	-3	0	2	0.0	0.0	0.25	0.0
10	10	1/2	1/2	3/4	2	2	Fr7/vi	d	III		Fr7/vi	Fr	V		7	b5	V/vi			Fr	1	0	4, 8, -2, 2		4	4	0	3	0.0	0.0	0.5	0.0
11	11	0	0	3/4	2	1	I}{	d	III		I		I						}{	M	1	0	-1, 3, 0		-1	-1	0	6	0.0	0.0	1.0	0.0
11	11	1/4	1/4	3/4	2	1	i.i6	d	i		i6		i		6					m	1	1	-1, 3, 2		2	-1	0	5	0.0	0.0	0.875	0.0
11	11	1/2	1/2	3/4	2	1	V2/V	d	i		V2/V		V		2		V			Mm7	1	1	2, 4, 8, 5		4	2	0	5	0.0	0.0	0.875	0.0
12	12	0	0	3/4	2	1	ii%7/V	d	i		ii%7/V		ii	%	7		V			%7	1	1	5, 2, -1, 3		5	5	0	5	0.0	0.0	0.875	0.0
12	12	1/4	1/4	3/4	2	1	ii%7(#3)/i	d	i		ii%7(#3)/i		ii	%	7	#3	i			%7	1	1	4, 8, -2, 2		4	4	0	2	0.0	0.0	0.25	0.0
12	12	3/8	3/8	3/4	2	1	ii%7/i	d	i		ii%7/i		ii	%	7		i			%7	1	1	4, 1, -2, 2		4	4	0	5	0.0	0.0	0.625	0.0
12	12	1/2	1/2	3/4	2	1	V7/V	d	i		V7/V		V		7		V			Mm7	1	1	4, 8, 5, 2		4	4	0	5	0.0	0.0	0.875	0.0
13	13	0	0	3/4	2	1	iv.VI6}{	d	iv		VI6		VI		6				}{	M	1	1	1, -2, -3		-3	1	0	7	0.0	0.0	1.125	0.0
13	13	1/4	1/4	3/4	2	1	V2(#4)/bII	d	iv		V2(#4)/bII		V		2	#4	bII			Mm7	1	1	-5, -3, 1, 3		-3	-5	0	6	0.0	0.0	1.0	0.0
13	13	1/2	1/2	3/4	2	1	bII6	d	iv		bII6		bII		6					M	1	1	0, -3, -4		-4	0	0	6	0.0	0.0	1.0	0.0
14	14	0	0	3/4	2	1	V+64(#4)/bII	d	iv		V+64(#4)/bII		V	+	64	#4	bII			+	1	1	3, -3, 1		-3	3	1	5	0.16666666666666666	0.125	0.875	0.125
14	14	1/4	1/4	3/4	2	1	III+	d	iv		III+		III	+						+	1	1	-2, 2, 6		-2	-2	0	6	0.0	0.0	0.75	0.0
14	14	1/2	1/2	3/4	2	1	V43	d	iv		V43		V		43					Mm7	1	1	3, 0, 2, 6		2	3	0	6	0.0	0.0	1.0	0.0
15	15	0	0	3/4	2	1	VIM7|DC}{	d	iv		VIM7		VI	M	7			DC	}{	MM7	1	1	-3, 1, -2, 2		-3	-3	0	7	0.0	0.0	1.0	0.0
15	15	1/4	1/4	3/4	2	1	i.V7	d	i		V7		V		7					Mm7	1	1	3, 7, 4, 1		3	3	0	6	0.0	0.0	1.125	0.0
15	15	1/2	1/2	3/4	2	1	iii64/V	d	i		iii64/V		iii		64		V			m	1	1	8, 7, 4		7	8	0	7	0.0	0.0	0.875	0.0
16	16	0	0	3/4	2	1	IIIM7	d	i		IIIM7		III	M	7					MM7	1	1	-1, 3, 0, 4		-1	-1	0	7	0.0	0.0	1.0	0.0
16	16	1/4	1/4	3/4	2	1	V7/ii	d	i		V7/ii		V		7		ii			Mm7	1	1	5, 9, 6, 3		5	5	0	6	0.0	0.0	1.125	0.0
16	16	1/2	1/2	3/4	2	1	iii64/V/ii	d	i		iii64/V/ii		iii		64		V/ii			m	1	1	10, 9, 6		9	10	0	7	0.0	0.0	0.875	0.0
17	17	0	0	3/4	2	1	#iii7/ii	d	i		#iii7/ii		#iii		7		ii			mm7	1	1	8, 5, 9, 6		8	8	0	8	0.0	0.0	0.875	0.0
17	17	1/4	1/4	3/4	2	1	V7(b9)/bII	d	i		V7(b9)/bII		V		7	b9	bII			Mm7	1	1	-2, 2, -1, -4	-7	-2	-2	0	6	0.0	0.0	1.125	0.0
17	17	1/2	1/2	3/4	2	2	V7/ii	d	i		V7/ii		V		7		ii			Mm7	1	1	5, 9, 6, 3		5	5	4	1	0.8	0.75	0.125	0.8571428571428571
18	18	0	0	2/4	2	1	V7(+#9)	d	i		V7(+#9)		V		7	+#9				Mm7	1	1	3, 7, 4, 1	5	3	3	1	5	0.16666666666666666	0.5	0.625	0.4444444444444444
18	18	1/4	1/4	2/4	2	2	V7(b9)/bII	d	i		V7(b9)/bII		V		7	b9	bII			Mm7	1	1	-2, 2, -1, -4	-7	-2	-2	1	5	0.16666666666666666	0.125	0.875	0.125
19	19	1/8	1/8	3/4	2	2	V7/VII	d	i		V7/VII		V		7		VII			Mm7	1	1	1, 5, 2, -1		1	1	0	5	0.0	0.0	0.625	0.0
19	19	1/4	1/4	3/4	2	2	viio2(4)/VII	d	i		viio2(4)/VII		vii	o	2	4	VII			o7	1	1	-4, 5, 4, -1		5	-4	1	5	0.16666666666666666	0.125	1.25	0.09090909090909091
19	19	1/2	1/2	3/4	2	2	V7(6^2)/VII	d	i		V7(6^2)/VII		V		7	6^2	VII			Mm7	1	1	1, 3, 4, -1		1	1	0	5	0.0	0.0	0.875	0.0
20	20	0	0	3/4	2	1	viio2(4)/VII	d	i		viio2(4)/VII		vii	o	2	4	VII			o7	1	1	-4, 5, 4, -1		5	-4	1	5	0.16666666666666666	0.125	1.5	0.07692307692307693
20	20	1/4	1/4	3/4	2	1	V7(6^2)/VII	d	i		V7(6^2)/VII		V		7	6^2	VII			Mm7	1	1	1, 3, 4, -1		1	1	0	5	0.0	0.0	0.875	0.0
20	20	1/2	1/2	3/4	2	1	viio2(4)/VII	d	i		viio2(4)/VII		vii	o	2	4	VII			o7	1	1	-4, 5, 4, -1		5	-4	1	5	0.16666666666666666	0.125	1.5	0.07692307692307693
21	21	1/4	1/4	3/4	2	1	V7(6^2)/VII	d	i		V7(6^2)/VII		V		7	6^2	VII			Mm7	1	1	1, 3, 4, -1		1	1	0	5	0.0	0.0	0.875	0.0
21	21	1/2	1/2	3/4	2	1	viio2(4)/VII	d	i		viio2(4)/VII		vii	o	2	4	VII			o7	1	1	-4, 5, 4, -1		5	-4	1	4	0.2	0.125	0.75	0.14285714285714285
22	22	0	0	3/4	2	2	v	d	i		v		v							m	1	1	3, 0, 4		3	3	0	3	0.0	0.0	0.5	0.0
22	22	1/4	1/4	3/4	2	2	VM7(2)	d	i		VM7(2)		V	M	7	2				MM7	1	1	-2, 7, 4, 8		3	-2	1	4	0.2	0.25	0.75	0.25
22	22	1/2	1/2	3/4	2	2	i|PAC	d	i		i		i					PAC		m	1	1	2, -1, 3		2	2	0	8	0.0	0.0	3.25	0.0
