mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	7.5	0	0	4/4	2	1	d.i{	d	i		i		i						{	m	1	1	0, -3, 1		0	0
2	2	15/2	4.5	7/8	7/8	4/4	2	1	v	d	i		v		v							m	1	1	1, -2, 2		1	1
4	4	12	1.5	0	0	2/4	2	1	v(+#6)	d	i		v(+#6)		v			+#6				m	1	1	1, -2, 2	4	1	1
4	4	13	0.0	1/4	1/4	2/4	2	1	}	d	i										}		1	1				
4	4	27/2	6.5	3/8	3/8	2/4	2	1	v/iv{	d	i		v/iv		v				iv		{	m	1	1	0, -3, 1		0	0
6	6	20	1.5	1/2	1/2	4/4	2	1	v(#11)/iv	d	i		v(#11)/iv		v			#11	iv			m	1	1	0, -3, 1	6	0	0
6	6	43/2	4.5	7/8	7/8	4/4	2	1	iv	d	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
7	7	22	0.0	0	0	4/4	2	1	}{	d	i										}{		1	1				
8	8	26	1.5	0	0	2/4	2	1	iv(#11)	d	i		iv(#11)		iv			#11				m	1	1	-1, -4, 0	5	-1	-1
8	8	55/2	4.5	3/8	3/8	2/4	2	1	VI(13)	d	i		VI(13)		VI			13				M	1	1	-4, 0, -3	-1	-4	-4
10	10	32	1.5	0	0	2/4	2	1	Ger65	d	i		Ger65	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
10	10	67/2	2.5	3/8	3/8	2/4	2	1	V	d	i		V		V							M	1	1	1, 5, 2		1	1
11	11	36	2.0	1/2	1/2	6/4	2	1	V(6)	d	i		V(6)		V			6				M	1	1	1, 5, -3		1	1
11	11	38	1.5	1	1	6/4	2	1	VM7(6)	d	i		VM7(6)		V	M	7	6				MM7	1	1	1, 5, -3, 6		1	1
11	11	79/2	6.0	11/8	11/8	6/4	2	1	i|IAC	d	i		i		i					IAC		m	1	1	0, -3, 1		0	0
12	12	40	0.0	0	0	6/4	2	1	}{	d	i										}{		1	1				
12	12	91/2	2.5	11/8	11/8	6/4	2	1	#iii	d	i		#iii		#iii							m	1	1	4, 1, 5		4	4
13	13	48	2.0	1/2	1/2	6/4	2	1	#iii(+#6)	d	i		#iii(+#6)		#iii			+#6				m	1	1	4, 1, 5	7	4	4
13	13	50	1.5	1	1	6/4	2	1	vM43/iv	d	i		vM43/iv		v	M	43		iv			mM7	1	1	1, 5, 0, -3		0	1
13	13	103/2	2.5	11/8	11/8	6/4	2	1	bV	d	i		bV		bV							M	1	1	-6, -2, -5		-6	-6
14	14	54	2.0	1/2	1/2	6/4	2	1	bV(13)	d	i		bV(13)		bV			13				M	1	1	-6, -2, -5	-3	-6	-6
14	14	56	1.5	1	1	6/4	2	1	Ger65/iv	d	i		Ger65/iv	Ger	vii	o	65	b3	V/iv			Ger	1	1	-5, -1, -4, 5		5	-5
14	14	115/2	4.5	11/8	11/8	6/4	2	1	ii	d	i		ii		ii							m	1	1	2, -1, 3		2	2
15	15	62	1.5	1	1	6/4	2	1	ii(#13)	d	i		ii(#13)		ii			#13				m	1	1	2, -1, 3	5	2	2
15	15	127/2	2.5	11/8	11/8	6/4	2	1	iv	d	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
16	16	64	0.0	0	0	4/4	2	1	}{	d	i										}{		1	1				
16	16	66	2.0	1/2	1/2	4/4	2	1	V7(b10)	d	i		V7(b10)		V		7	b10				Mm7	1	1	1, 5, 2, -1	-2	1	1
17	17	68	2.0	0	0	4/4	2	1	viM7	d	i		viM7		vi	M	7					mM7	1	1	-4, -7, -3, 1		-4	-4
17	17	70	1.5	1/2	1/2	4/4	2	1	IV65	d	i		IV65		IV		65					Mm7	1	1	3, 0, -3, -1		-1	3
17	17	143/2	2.5	7/8	7/8	4/4	2	1	i	d	i		i		i							m	1	1	0, -3, 1		0	0
18	18	74	2.0	1/2	1/2	4/4	2	1	vii	d	i		vii		vii							m	1	1	-2, -5, -1		-2	-2
19	19	76	2.0	0	0	4/4	2	1	VI	d	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
19	19	78	2.0	1/2	1/2	4/4	2	1	V(4)	d	i		V(4)		V			4				M	1	1	1, 0, 2		1	1
20	20	80	5.5	0	0	4/4	2	1	iv7|DC}{	d	i		iv7		iv		7			DC	}{	mm7	1	1	-1, -4, 0, -3		-1	-1
21	21	171/2	2.5	3/8	3/8	4/4	2	1	ivM7(#11)	d	i		ivM7(#11)		iv	M	7	#11				mM7	1	1	-1, -4, 0, 4	5	-1	-1
22	22	88	1.5	0	0	4/4	2	1	i|PC	d	i		i		i					PC		m	1	1	0, -3, 1		0	0
22	22	179/2	0.5	3/8	3/8	4/4	2	1	viio2(#124)/iv	d	i		viio2(#124)/iv		vii	o	2	#124	iv			o7	1	1	-12, -3, -4, -9	-2	-3	-12
22	22	90	1.5	1/2	1/2	4/4	2	1	i	d	i		i		i							m	1	1	0, -3, 1		0	0
22	22	183/2	0.5	7/8	7/8	4/4	2	1	viio2(#124)/iv	d	i		viio2(#124)/iv		vii	o	2	#124	iv			o7	1	1	-12, -3, -4, -9	-2	-3	-12
23	23	92	4.0	0	0	4/4	2	1	i}	d	i		i		i						}	m	1	1	0, -3, 1		0	0
