mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	2.0	0	0	3/4	2	1	d.iv43{	d	i		iv43		iv		43				{	mm7	1	1	0, -3, -1, -4		-1	0
1	1	2	1.0	1/2	1/2	3/4	2	1	iv43(+6)	d	i		iv43(+6)		iv		43	+6				mm7	1	1	0, -3, -1, -4	2	-1	0
2	2	3	3.0	0	0	3/4	2	1	V43/#vi	d	i		V43/#vi		V		43		#vi			Mm7	1	1	5, 2, 4, 8		4	5
3	3	6	2.0	0	0	3/4	2	1	V43/VII	d	i		V43/VII		V		43		VII			Mm7	1	1	0, -3, -1, 3		-1	0
3	3	8	1.0	1/2	1/2	3/4	2	1	V43(+6)/VII	d	i		V43(+6)/VII		V		43	+6	VII			Mm7	1	1	0, -3, -1, 3	2	-1	0
4	4	9	3.0	0	0	3/4	2	1	#vii(+#6)	d	i		#vii(+#6)		#vii			+#6				m	1	1	5, 2, 6	8	5	5
5	5	12	3.0	0	0	3/4	2	1	v6	d	i		v6		v		6					m	1	1	-2, 2, 1		1	-2
6	6	15	21.0	0	0	3/4	2	1	#vi[V7/VI]	d	i	#vi	V7/VI		V		7		VI			Mm7	1	1	-3, 1, -2, -5		-3	-3
6	6	36	4.0	21/4	21/4	3/4	2	1	bi+M65	d	i		bi+M65		bi	+M	65					+M7	1	1	-3, 1, -2, -7		-7	-3
6	6	40	2.0	25/4	25/4	3/4	2	1	iio	d	i		iio		ii	o						o	1	1	2, -1, -4		2	2
6	6	42	2.0	27/4	27/4	3/4	2	1	V2/VI	d	i		V2/VI		V		2		VI			Mm7	1	1	-5, -3, 1, -2		-3	-5
6	6	44	3.0	29/4	29/4	3/4	2	1	bIM2	d	i		bIM2		bI	M	2					MM7	1	1	-2, -7, -3, -6		-7	-2
6	6	47	2.0	8	8	3/4	2	1	It	d	i		It	It	vii	o	6	b3	V			It	1	1	-4, 0, 6		6	-4
6	6	49	1.0	17/2	17/2	3/4	2	1	v	d	i		v		v							m	1	1	1, -2, 2		1	1
6	6	50	9.0	35/4	35/4	3/4	2	1	V2(b2)/VI	d	i		V2(b2)/VI		V		2	b2	VI			Mm7	1	1	-5, -8, 1, -2		-3	-5
6	6	58	0.0	43/4	43/4	3/4	2	1	}	d	i										}		1	1				
6	6	117/2	0.0	87/8	87/8	3/4	2	1	{	d	i										{		1	1				
7	7	59	2.0	0	0	3/4	2	1	ii%7/bII	d	i		ii%7/bII		ii	%	7		bII			%7	1	1	-3, -6, -9, -5		-3	-3
7	7	61	1.0	1/2	1/2	3/4	2	1	ii%7(+9)/bII	d	i		ii%7(+9)/bII		ii	%	7	+9	bII			%7	1	1	-3, -6, -9, -5	-1	-3	-3
8	8	62	3.0	0	0	3/4	2	1	V43	d	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
9	9	65	2.0	0	0	3/4	2	1	V43/bII	d	i		V43/bII		V		43		bII			Mm7	1	1	-3, -6, -4, 0		-4	-3
9	9	67	1.0	1/2	1/2	3/4	2	1	V43(+13)/bII	d	i		V43(+13)/bII		V		43	+13	bII			Mm7	1	1	-3, -6, -4, 0	-1	-4	-3
10	10	68	3.0	0	0	3/4	2	1	#vii%65	d	i		#vii%65		#vii	%	65					%7	1	1	2, -1, 3, 5		5	2
11	11	71	3.0	0	0	3/4	2	1	vii6	d	i		vii6		vii		6					m	1	1	-5, -1, -2		-2	-5
12	12	74	20.0	0	0	3/4	2	1	i[Ger65/VII]	d	i	i	Ger65/VII	Ger	vii	o	65	b3	V/VII			Ger	1	1	-6, -2, -5, 4		4	-6
