mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	6.0	0	0	4/4	2	1	d.i{		d	i		i		i						{	m	1	1	0, -3, 1		0	0
3	3	6	4.0	0	0	4/4	2	1	V		d	i		V		V							M	1	1	1, 5, 2		1	1
4	4	10	5.0	0	0	4/4	2	1	i|IAC		d	i		i		i					IAC		m	1	1	0, -3, 1		0	0
5	5	15	1.0	1/4	1/4	2/4	2	1	ii7(^#14)/V/III		d	i		ii7(^#14)/V/III		ii		7	^#14	V/III			mm7	1	1	0, -3, 1, -2	5	0	0
6	6	16	4.0	0	0	4/4	2	1	V/III		d	i		V/III		V				III			M	1	1	-2, 2, -1		-2	-2
7	7	20	6.0	0	0	4/4	2	1	I/III|PAC		d	i		I/III		I				III	PAC		M	1	1	-3, 1, -2		-3	-3
9	9	26	3.0	0	0	4/4	2	1	iii6/III		d	i		iii6/III		iii		6		III			m	1	1	-2, 2, 1		1	-2
9	9	29	1.0	3/4	3/4	4/4	2	1	vii43/iv		d	i		vii43/iv		vii		43		iv			mm7	1	1	-2, -5, -3, -6		-3	-2
10	10	30	5.0	0	0	4/4	2	1	i|IAC		d	i		i		i					IAC		m	1	1	0, -3, 1		0	0
11	11	35	1.0	1/4	1/4	2/4	2	1	iv7		d	i		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
12	12	36	3.0	0	0	4/4	2	1	V|HC}		d	i		V		V					HC	}	M	1	1	1, 5, 2		1	1
12	12	37	0.0	1/4	1/4	4/4	2	1	{		d	i										{		1	1				
12	12	39	1.0	3/4	3/4	4/4	2	1	Fr2/iv	v%2	d	i		Fr2/iv	Fr	V		2	b5	V/iv			Fr	1	1	-1, 1, 5, -5		1	-1
13	13	40	1.0	0	0	4/4	2	1	III		d	i		III		III							M	1	1	-3, 1, -2		-3	-3
13	13	41	2.0	1/4	1/4	4/4	2	1	V(b9)		d	i		V(b9)		V			b9				M	1	1	1, 5, 2	-11	1	1
13	13	43	1.0	3/4	3/4	4/4	2	1	Fr2/iv	v%2	d	i		Fr2/iv	Fr	V		2	b5	V/iv			Fr	1	1	-1, 1, 5, -5		1	-1
14	14	44	1.0	0	0	4/4	2	1	III		d	i		III		III							M	1	1	-3, 1, -2		-3	-3
14	14	45	3.0	1/4	1/4	4/4	2	1	V(b9)		d	i		V(b9)		V			b9				M	1	1	1, 5, 2	-11	1	1
15	15	48	1.0	0	0	4/4	2	1	#viio43	iv6	d	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
15	15	49	1.0	1/4	1/4	4/4	2	1	#viio2/iv		d	i		#viio2/iv		#vii	o	2		iv			o7	1	1	-5, 4, 1, -2		4	-5
15	15	50	1.0	1/2	1/2	4/4	2	1	#viio65		d	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
15	15	51	1.0	3/4	3/4	4/4	2	1	#viio43/iv		d	i		#viio43/iv		#vii	o	43		iv			o7	1	1	-2, -5, 4, 1		4	-2
16	16	52	1.0	0	0	4/4	2	1	#viio7		d	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
16	16	53	1.0	1/4	1/4	4/4	2	1	#viio65/iv		d	i		#viio65/iv		#vii	o	65		iv			o7	1	1	1, -2, -5, 4		4	1
16	16	54	1.0	1/2	1/2	4/4	2	1	ii%65/III		d	i		ii%65/III		ii	%	65		III			%7	1	1	-4, -7, -3, -1		-1	-4
16	16	55	1.0	3/4	3/4	4/4	2	1	#viio/iv		d	i		#viio/iv		#vii	o			iv			o	1	1	4, 1, -2		4	4
17	17	56	1.0	0	0	3/4	2	1	V7/bII		d	i		V7/bII		V		7		bII			Mm7	1	1	-4, 0, -3, -6		-4	-4
17	17	57	1.0	1/4	1/4	3/4	2	1	V2		d	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
17	17	58	0.5	1/2	1/2	3/4	2	1	i7		d	i		i7		i		7					mm7	1	1	0, -3, 1, -2		0	0
17	17	117/2	0.5	5/8	5/8	3/4	2	1	iv		d	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
18	18	59	1.0	0	0	3/4	2	1	V7/bII		d	i		V7/bII		V		7		bII			Mm7	1	1	-4, 0, -3, -6		-4	-4
18	18	60	1.0	1/4	1/4	3/4	2	1	ii43		d	i		ii43		ii		43					mm7	1	1	3, 0, 2, -1		2	3
