mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2.0	0	0	3/4	2	1	Db.I{	Db	I		I	I						{	M	0	0	0, 4, 1		0	0
1	1	2	2	1.0	1/2	1/2	3/4	2	1	ii7	Db	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
2	2	3	3	3.0	0	0	3/4	2	1	iii}	Db	I		iii	iii						}	m	0	0	4, 1, 5		4	4
2	2	5	5	0.0	1/2	1/2	3/4	2	1	{	Db	I									{		0	0				
3	3	6	6	2.0	0	0	3/4	2	1	I	Db	I		I	I							M	0	0	0, 4, 1		0	0
3	3	8	8	1.0	1/2	1/2	3/4	2	1	V43/V	Db	I		V43/V	V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
4	4	9	9	2.0	0	0	3/4	2	1	V}	Db	I		V	V						}	M	0	0	1, 5, 2		1	1
4	4	11	11	1.0	1/2	1/2	3/4	2	1	vii%43{	Db	I		vii%43	vii	%	43				{	%7	0	0	-1, 3, 5, 2		5	-1
5	5	12	12	2.0	0	0	3/4	2	1	I6	Db	I		I6	I		6					M	0	0	4, 1, 0		0	4
5	5	14	14	1.0	1/2	1/2	3/4	2	1	V7/ii	Db	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
6	6	15	15	2.0	0	0	3/4	2	1	ii7	Db	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
6	6	17	17	1.0	1/2	1/2	3/4	2	1	V65/vi	Db	I		V65/vi	V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
7	7	18	18	1.0	0	0	3/4	2	1	vi	Db	I		vi	vi							m	0	0	3, 0, 4		3	3
7	7	19	19	1.0	1/4	1/4	3/4	2	1	ii7(4)	Db	I		ii7(4)	ii		7	4				mm7	0	0	2, 1, 3, 0		2	2
7	7	20	20	1.0	1/2	1/2	3/4	2	1	V7/V	Db	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
8	8	21	21	1.0	0	0	3/4	2	1	vii%65	Db	I		vii%65	vii	%	65					%7	0	0	2, -1, 3, 5		5	2
8	8	22	22	1.0	1/4	1/4	3/4	2	1	iii(4)	Db	I		iii(4)	iii			4				m	0	0	4, 3, 5		4	4
8	8	23	23	1.0	1/2	1/2	3/4	2	1	V43/iii	Db	I		V43/iii	V		43		iii			Mm7	0	0	6, 3, 5, 9		5	6
9	9	24	24	2.0	0	0	3/4	2	1	I}{	Db	I		I	I						}{	M	0	0	0, 4, 1		0	0
9	9	26	26	1.0	1/2	1/2	3/4	2	1	V43/V	Db	I		V43/V	V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
10	10	27	27	3.0	0	0	3/4	2	1	V}	Db	I		V	V						}	M	0	0	1, 5, 2		1	1
10	10	29	29	0.0	1/2	1/2	3/4	2	1	{	Db	I									{		0	0				
11	11	30	30	2.0	0	0	3/4	2	1	I	Db	I		I	I							M	0	0	0, 4, 1		0	0
11	11	32	32	1.0	1/2	1/2	3/4	2	1	V7/bVII	Db	I		V7/bVII	V		7		bVII			Mm7	0	0	-1, 3, 0, -3		-1	-1
12	12	33	33	2.0	0	0	3/4	2	1	bVII}	Db	I		bVII	bVII						}	M	0	0	-2, 2, -1		-2	-2
12	12	35	35	1.0	1/2	1/2	3/4	2	1	V7/ii{	Db	I		V7/ii	V		7		ii		{	Mm7	0	0	3, 7, 4, 1		3	3
13	13	36	36	2.0	0	0	3/4	2	1	#IM7(#8)	Db	I		#IM7(#8)	#I	M	7	#8				MM7	0	0	7, 11, 8, 12		7	7
13	13	38	38	1.0	1/2	1/2	3/4	2	1	V7(6)	Db	I		V7(6)	V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
14	14	39	39	2.0	0	0	3/4	2	1	V7(9)/IV	Db	I		V7(9)/IV	V		7	9	IV			Mm7	0	0	0, 4, 1, -2	2	0	0
14	14	41	41	1.0	1/2	1/2	3/4	2	1	IV(13)	Db	I		IV(13)	IV			13				M	0	0	-1, 3, 0	2	-1	-1
15	15	42	42	1.0	0	0	3/4	2	1	#i	Db	I		#i	#i							m	0	0	7, 4, 8		7	7
15	15	43	43	1.0	1/4	1/4	3/4	2	1	iv7	Db	I		iv7	iv		7					mm7	0	0	-1, -4, 0, -3		-1	-1
15	15	44	44	1.0	1/2	1/2	3/4	2	1	V7	Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
16	16	45	45	1.0	0	0	3/4	2	1	I(4)|PAC	Db	I		I(4)	I			4		PAC		M	0	0	0, -1, 1		0	0
16	16	46	46	2.0	1/4	1/4	3/4	2	1	I}	Db	I		I	I						}	M	0	0	0, 4, 1		0	0
