mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
9	9	77/2	77/2	0.5	1	1	9/8	2	1	i(#6)	d	i		i(#6)		i			#6				m	1	1	0, -3, 1	3	0	0
10	10	39	39	1.5	0	0	9/8	2	1	Fr2	d	i		Fr2	Fr	V		2	b5	V			Fr	1	1	0, 2, 6, -4		2	0
10	10	81/2	81/2	1.5	3/8	3/8	9/8	2	1	V(964)	d	i		V(964)		V			964				M	1	1	1, 0, -3	-4	1	1
10	10	42	42	1.5	3/4	3/4	9/8	2	1	V	d	i		V		V							M	1	1	1, 5, 2		1	1
10	10	43	43	0.0	1	1	9/8	2	1	}	d	i										}		1	1				
11	11	87/2	87/2	1.0	0	0	9/8	2	1	IIIM43(9){	d	i		IIIM43(9)		III	M	43	9			{	MM7	1	1	-2, 2, -3, 1	-1	-3	-2
11	11	89/2	89/2	0.5	1/4	1/4	9/8	2	1	IIIM7(9)	d	i		IIIM7(9)		III	M	7	9				MM7	1	1	-3, 1, -2, 2	-1	-3	-3
11	11	45	45	1.5	3/8	3/8	9/8	2	1	III64(+6)	d	i		III64(+6)		III		64	+6				M	1	1	-2, -3, 1	0	-3	-2
11	11	93/2	93/2	1.0	3/4	3/4	9/8	2	1	V/III	d	i		V/III		V				III			M	1	1	-2, 2, -1		-2	-2
11	11	95/2	95/2	0.5	1	1	9/8	2	1	#vio6	d	i		#vio6		#vi	o	6					o	1	1	0, -3, 3		3	0
12	12	48	48	1.0	0	0	9/8	2	1	V43(139)/III	d	i		V43(139)/III		V		43	139	III			Mm7	1	1	-1, -4, -2, 2	1, 0	-2	-1
12	12	49	49	0.5	1/4	1/4	9/8	2	1	V(+94)/III	d	i		V(+94)/III		V			+94	III			M	1	1	-2, -3, -1	0	-2	-2
12	12	99/2	99/2	1.5	3/8	3/8	9/8	2	1	bIII+M7/III	d	i		bIII+M7/III		bIII	+M	7		III			+M7	1	1	-6, -2, 2, -1		-6	-6
12	12	101/2	101/2	0.0	5/8	5/8	9/8	2	1	}	d	i										}		1	1				
12	12	51	51	1.5	3/4	3/4	9/8	2	1	iii/III{	d	i		iii/III		iii				III		{	m	1	1	1, -2, 2		1	1
13	13	105/2	105/2	1.0	0	0	9/8	2	1	v(13)/III	d	i		v(13)/III		v			13	III			m	1	1	-2, -5, -1	1	-2	-2
13	13	107/2	107/2	0.5	1/4	1/4	9/8	2	1	v7/III	d	i		v7/III		v		7		III			mm7	1	1	-2, -5, -1, -4		-2	-2
13	13	54	54	1.5	3/8	3/8	9/8	2	1	ivM43(9)	d	i		ivM43(9)		iv	M	43	9				mM7	1	1	0, 4, -1, -4	1	-1	0
13	13	111/2	111/2	1.0	3/4	3/4	9/8	2	1	V7(b94)/III	d	i		V7(b94)/III		V		7	b94	III			Mm7	1	1	-2, -3, -1, -4	-7	-2	-2
13	13	113/2	113/2	0.5	1	1	9/8	2	1	V7(b964)/III	d	i		V7(b964)/III		V		7	b964	III			Mm7	1	1	-2, -3, 1, -4	-7	-2	-2
14	14	57	57	1.5	0	0	6/8	2	1	IIIM43(9)	d	i		IIIM43(9)		III	M	43	9				MM7	1	1	-2, 2, -3, 1	-1	-3	-2
14	14	117/2	117/2	1.5	3/8	3/8	6/8	2	1	iiM43(#9)	d	i		iiM43(#9)		ii	M	43	#9				mM7	1	1	3, 7, 2, -1	4	2	3
15	15	60	60	1.5	0	0	9/8	2	1	biiM43(9)	d	i		biiM43(9)		bii	M	43	9				mM7	1	1	-4, 0, -5, -8	-3	-5	-4
15	15	123/2	123/2	1.0	3/8	3/8	9/8	2	1	V(6)	d	i		V(6)		V			6				M	1	1	1, 5, -3		1	1
15	15	125/2	125/2	0.5	5/8	5/8	9/8	2	1	V/iv	d	i		V/iv		V				iv			M	1	1	0, 4, 1		0	0
15	15	63	63	1.5	3/4	3/4	9/8	2	1	bV64/iv	d	i		bV64/iv		bV		64		iv			M	1	1	-6, -7, -3		-7	-6
16	16	129/2	129/2	1.5	0	0	6/8	2	1	iv7(94)	d	i		iv7(94)		iv		7	94				mm7	1	1	-1, -2, 0, -3	1	-1	-1
16	16	66	66	1.5	3/8	3/8	6/8	2	1	V7	d	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
17	17	135/2	135/2	3.0	0	0	6/8	2	1	i|PAC	d	i		i		i					PAC		m	1	1	0, -3, 1		0	0
17	17	137/2	137/2	0.0	1/4	1/4	6/8	2	1	}	d	i										}		1	1				
